direccion_original,direccion_consulta,direccion_candidatas,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,comuna_fuente,coincide_comuna,precision,estado,calidad_geo,criterio_seleccion,fecha_consulta
CANDELARIA 94,CANDELARIA 94,CANDELARIA 94,"CANDELARIA 94, CABA",-34.634584,-58.479814,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LAS HERAS GENERAL AV. 2709,LAS HERAS 2709,LAS HERAS 2709 | AV LAS HERAS 2709 | AVENIDA LAS HERAS 2709,"LAS HERAS GENERAL AV. 2709, CABA",-34.584232,-58.40068,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CAMPILLO 2720,CAMPILLO 2720,CAMPILLO 2720,"CAMPILLO 2720, CABA",-34.587302,-58.474924,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
COSTA RICA 5681,COSTA RICA 5681,COSTA RICA 5681,"COSTA RICA 5681, CABA",-34.581988,-58.435458,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CALIFORNIA 2662,CALIFORNIA 2662,CALIFORNIA 2662,"CALIFORNIA 2662, CABA",-34.649332,-58.383477,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ROOSEVELT FRANKLIN D. 2331,ROOSEVELT FRANKLIN D 2331,ROOSEVELT FRANKLIN D 2331,"ROOSEVELT FRANKLIN D. 2331, CABA",-34.556947,-58.460155,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BRASIL 1260,BRASIL 1260,BRASIL 1260,"BRASIL 1260, CABA",-34.62809,-58.383728,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"BALBIN, RICARDO, DR. AV. 4312",BALBIN 4312,BALBIN 4312 | RICARDO BALBIN 4312 | AV RICARDO BALBIN 4312,"BALBIN, RICARDO, DR. AV. 4312, CABA",-34.555249,-58.492558,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"RAMIREZ DE VELASCO, JUAN 1117",RAMIREZ DE VELASCO 1117,RAMIREZ DE VELASCO 1117 | JUAN RAMIREZ DE VELASCO 1117,"RAMIREZ DE VELASCO, JUAN 1117, CABA",-34.592667,-58.44198,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SARMIENTO 3134,SARMIENTO 3134,SARMIENTO 3134,"SARMIENTO 3134, CABA",-34.60669,-58.410554,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
JUNIN 1242,JUNIN 1242,JUNIN 1242,"JUNIN 1242, CABA",-34.593902,-58.397089,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CONGRESO AV. 5231,CONGRESO 5231,CONGRESO 5231 | AV CONGRESO 5231 | AVENIDA CONGRESO 5231,"CONGRESO AV. 5231, CABA",-34.5706,-58.491885,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
RIVADAVIA AV. 7420,RIVADAVIA 7420,RIVADAVIA 7420 | AV RIVADAVIA 7420 | AVENIDA RIVADAVIA 7420,"RIVADAVIA AV. 7420, CABA",-34.63091,-58.469991,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GALLARDO 596,GALLARDO 596,GALLARDO 596,"GALLARDO 596, CABA",-34.631817,-58.524965,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SAN MARTIN AV. 1228,SAN MARTIN 1228,SAN MARTIN 1228 | AV SAN MARTIN 1228 | AVENIDA SAN MARTIN 1228,"SAN MARTIN 1228, CABA",-34.592966,-58.373197,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"RODRIGUEZ, MANUEL A., GENERAL 1633",RODRIGUEZ 1633,RODRIGUEZ 1633 | MANUEL A GENERAL RODRIGUEZ 1633,"RODRIGUEZ, MANUEL A., GENERAL 1633, CABA",-34.603706,-58.451917,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ARREDONDO, Virrey 2490",ARREDONDO 2490,ARREDONDO 2490 | VIRREY ARREDONDO 2490,"ARREDONDO, VIRREY 2490, CABA",-34.568097,-58.451637,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BOEDO AV. 476,BOEDO 476,BOEDO 476 | AV BOEDO 476 | AVENIDA BOEDO 476,"BOEDO AV. 476, CABA",-34.618198,-58.41669,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CAMARGO 395,CAMARGO 395,CAMARGO 395,"CAMARGO 395, CABA",-34.60145,-58.439118,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"VALLESE, FELIPE 351",VALLESE 351,VALLESE 351 | FELIPE VALLESE 351,"VALLESE, FELIPE 351, CABA",-34.610467,-58.438574,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"NAON, ROMULO 2330",NAON 2330,NAON 2330 | ROMULO NAON 2330,"NAON, ROMULO 2330, CABA",-34.568041,-58.472296,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CASEROS AV. 1957,CASEROS 1957,CASEROS 1957 | AV CASEROS 1957 | AVENIDA CASEROS 1957,"CASEROS AV. 1957, CABA",-34.633881,-58.389689,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GAONA AV. 3511,GAONA 3511,GAONA 3511 | AV GAONA 3511 | AVENIDA GAONA 3511,"GAONA AV. 3511, CABA",-34.620586,-58.474559,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LINNEO 1935,LINNEO 1935,LINNEO 1935,"LINNEO 1935, CABA",-34.601477,-58.473278,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CUENCA 3390,CUENCA 3390,CUENCA 3390,"CUENCA 3390, CABA",-34.598726,-58.49734,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"VILARDEBO, TEODORO 2611",VILARDEBO 2611,VILARDEBO 2611 | TEODORO VILARDEBO 2611,"VILARDEBO, TEODORO 2611, CABA",-34.606278,-58.495817,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 945",FERNANDEZ DE LA CRUZ 945,FERNANDEZ DE LA CRUZ 945 | F GENERAL FERNANDEZ DE LA CRUZ 945 | AV F GENERAL FERNANDEZ DE LA CRUZ 945,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 945, CABA",-34.643757,-58.42396,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
FRAGA 1257,FRAGA 1257,FRAGA 1257,"FRAGA 1257, CABA",-34.58289,-58.461357,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ELCANO AV. 3248,ELCANO 3248,ELCANO 3248 | AV ELCANO 3248 | AVENIDA ELCANO 3248,"ELCANO AV. 3248, CABA",-34.573725,-58.459601,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ALVAREZ, DONATO, Tte. Gral. 890",ALVAREZ 890,ALVAREZ 890 | DONATO TENIENTE GENERAL ALVAREZ 890,"ALVAREZ, DONATO, TTE. GRAL. 890, CABA",-34.616037,-58.458508,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"PERON, JUAN DOMINGO, TTE. GENERAL 1478",PERON 1478,PERON 1478 | JUAN DOMINGO TENIENTE GENERAL PERON 1478,"PERON, JUAN DOMINGO, TTE. GENERAL 1478, CABA",-34.606536,-58.387461,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CARRASCO AV. 431,CARRASCO 431,CARRASCO 431 | AV CARRASCO 431 | AVENIDA CARRASCO 431,"CARRASCO AV. 431, CABA",-34.632199,-58.491363,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MOSCONI GENERAL AV. 2698,MOSCONI 2698,MOSCONI 2698 | AV MOSCONI 2698 | AVENIDA MOSCONI 2698,"MOSCONI GENERAL AV. 2698, CABA",-34.584874,-58.499741,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ROOSEVELT FRANKLIN D. AV. 5415,ROOSEVELT FRANKLIN D 5415,ROOSEVELT FRANKLIN D 5415 | AV ROOSEVELT FRANKLIN D 5415 | AVENIDA ROOSEVELT FRANKLIN D 5415,"ROOSEVELT FRANKLIN D. AV. 5415, CABA",-34.575523,-58.490892,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
DIAZ VELEZ AV. 4503,DIAZ VELEZ 4503,DIAZ VELEZ 4503 | AV DIAZ VELEZ 4503 | AVENIDA DIAZ VELEZ 4503,"DIAZ VELEZ AV. 4503, CABA",-34.608647,-58.430759,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
PERIBEBUY 6909,PERIBEBUY 6909,PERIBEBUY 6909,"PERIBEBUY 6909, CABA",-34.647439,-58.52295,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
TUCUMAN 825,TUCUMAN 825,TUCUMAN 825,"TUCUMAN 825, CABA",-34.601202,-58.378495,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CORDOBA AV. 679,CORDOBA 679,CORDOBA 679 | AV CORDOBA 679 | AVENIDA CORDOBA 679,"CORDOBA AV. 679, CABA",-34.598699,-58.376519,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MAURE 1835,MAURE 1835,MAURE 1835,"MAURE 1835, CABA",-34.56779,-58.436937,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ALSINA, ADOLFO 1535",ALSINA 1535,ALSINA 1535 | ADOLFO ALSINA 1535,"ALSINA, ADOLFO 1535, CABA",-34.611216,-58.387987,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MONROE 2341,MONROE 2341,MONROE 2341,"MONROE 2341, CABA",-34.557918,-58.459406,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SANTA FE AV. 3029,SANTA FE 3029,SANTA FE 3029 | AV SANTA FE 3029 | AVENIDA SANTA FE 3029,"SANTA FE AV. 3029, CABA",-34.590599,-58.408108,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LIBERTAD 1133,LIBERTAD 1133,LIBERTAD 1133,"LIBERTAD 1133, CABA",-34.595179,-58.384301,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"HUERGO, ING. AV. 953",HUERGO 953,HUERGO 953 | ING HUERGO 953 | AV ING HUERGO 953,"HUERGO, ING. AV. 953, CABA",-34.61871,-58.36651,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CABILDO AV. 4220,CABILDO 4220,CABILDO 4220 | AV CABILDO 4220 | AVENIDA CABILDO 4220,"CABILDO AV. 4220, CABA",-34.545069,-58.471337,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
RECONQUISTA 575,RECONQUISTA 575,RECONQUISTA 575,"RECONQUISTA 575, CABA",-34.601241,-58.37254,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CABILDO AV. 2426,CABILDO 2426,CABILDO 2426 | AV CABILDO 2426 | AVENIDA CABILDO 2426,"CABILDO AV. 2426, CABA",-34.559003,-58.459452,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
VIAMONTE 176,VIAMONTE 176,VIAMONTE 176,"VIAMONTE 176, CABA",-34.599526,-58.370332,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"LARRALDE, CRISOLOGO AV. 2287",LARRALDE 2287,LARRALDE 2287 | CRISOLOGO LARRALDE 2287 | AV CRISOLOGO LARRALDE 2287,"LARRALDE, CRISOLOGO AV. 2287, CABA",-34.548248,-58.466912,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
VALLE 515,VALLE 515,VALLE 515,"VALLE 515, CABA",-34.624434,-58.434916,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"BEIRO, FRANCISCO AV. 3428",BEIRO 3428,BEIRO 3428 | FRANCISCO BEIRO 3428 | AV FRANCISCO BEIRO 3428,"BEIRO, FRANCISCO AV. 3428, CABA",-34.599443,-58.501306,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
TACUARI 906,TACUARI 906,TACUARI 906,"TACUARI 906, CABA",-34.61868,-58.378684,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ECUADOR 422,ECUADOR 422,ECUADOR 422,"ECUADOR 422, CABA",-34.605126,-58.408192,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SANTA FE AV. 1854,SANTA FE 1854,SANTA FE 1854 | AV SANTA FE 1854 | AVENIDA SANTA FE 1854,"SANTA FE AV. 1854, CABA",-34.595904,-58.39422,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SANTO DOMINGO 3076,SANTO DOMINGO 3076,SANTO DOMINGO 3076,"SANTO DOMINGO 3076, CABA",-34.653937,-58.389887,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CULPINA 3640,CULPINA 3640,CULPINA 3640,"CULPINA 3640, CABA",-34.664002,-58.432035,,8,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SAN BLAS 1754,SAN BLAS 1754,SAN BLAS 1754,"SAN BLAS 1754, CABA",-34.604307,-58.466913,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CAMARONES 1763,CAMARONES 1763,CAMARONES 1763,"CAMARONES 1763, CABA",-34.605276,-58.466242,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SANTA FE AV. 1461,SANTA FE 1461,SANTA FE 1461 | AV SANTA FE 1461 | AVENIDA SANTA FE 1461,"SANTA FE AV. 1461, CABA",-34.595668,-58.387972,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"MARTINEZ, ENRIQUE, GRAL. 683",MARTINEZ 683,MARTINEZ 683 | ENRIQUE GENERAL MARTINEZ 683,"MARTINEZ CASTRO 683, CABA",-34.640742,-58.476213,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
NAZCA AV. 1233,NAZCA 1233,NAZCA 1233 | AV NAZCA 1233 | AVENIDA NAZCA 1233,"NAZCA AV. 1233, CABA",-34.619072,-58.475199,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"LACROZE, FEDERICO AV. 3699",LACROZE 3699,LACROZE 3699 | FEDERICO LACROZE 3699 | AV FEDERICO LACROZE 3699,"LACROZE, FEDERICO AV. 3699, CABA",-34.582314,-58.452224,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
OLAZABAL AV. 4240,OLAZABAL 4240,OLAZABAL 4240 | AV OLAZABAL 4240 | AVENIDA OLAZABAL 4240,"OLAZABAL AV. 4240, CABA",-34.571428,-58.476977,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LAMBARE 897,LAMBARE 897,LAMBARE 897,"LAMBARE 897, CABA",-34.604197,-58.43039,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SALTA 529,SALTA 529,SALTA 529,"SALTA 529, CABA",-34.614718,-58.383136,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CUBA 2383,CUBA 2383,CUBA 2383,"CUBA 2383, CABA",-34.558269,-58.456991,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
QUESADA 2907,QUESADA 2907,QUESADA 2907,"QUESADA 2907, CABA",-34.556972,-58.468344,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"PACHECO DE MELO, JOSE ANDRES 2578",PACHECO DE MELO 2578,PACHECO DE MELO 2578 | JOSE ANDRES PACHECO DE MELO 2578,"PACHECO DE MELO, JOSE ANDRES 2578, CABA",-34.587231,-58.400736,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SAN JUAN AV. 3626,SAN JUAN 3626,SAN JUAN 3626 | AV SAN JUAN 3626 | AVENIDA SAN JUAN 3626,"SAN JUAN AV. 3626, CABA",-34.625601,-58.416688,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CARHUE 1409,CARHUE 1409,CARHUE 1409,"CARHUE 1409, CABA",-34.653871,-58.519052,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
FOREST AV. 553,FOREST 553,FOREST 553 | AV FOREST 553 | AVENIDA FOREST 553,"FOREST AV. 553, CABA",-34.585638,-58.453552,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
RIVADAVIA AV. 10887,RIVADAVIA 10887,RIVADAVIA 10887 | AV RIVADAVIA 10887 | AVENIDA RIVADAVIA 10887,"RIVADAVIA AV. 10887, CABA",-34.639029,-58.517433,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GAONA AV. 1230,GAONA 1230,GAONA 1230 | AV GAONA 1230 | AVENIDA GAONA 1230,"GAONA AV. 1230, CABA",-34.608085,-58.447124,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LARRAZABAL AV. 892,LARRAZABAL 892,LARRAZABAL 892 | AV LARRAZABAL 892 | AVENIDA LARRAZABAL 892,"LARRAZABAL AV. 892, CABA",-34.647516,-58.506638,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ESTADO DE ISRAEL AV. 4728,ESTADO DE ISRAEL 4728,ESTADO DE ISRAEL 4728 | AV ESTADO DE ISRAEL 4728 | AVENIDA ESTADO DE ISRAEL 4728,"ESTADO DE ISRAEL AV. 4728, CABA",-34.601181,-58.431291,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
TRIUNVIRATO AV. 4177,TRIUNVIRATO 4177,TRIUNVIRATO 4177 | AV TRIUNVIRATO 4177 | AVENIDA TRIUNVIRATO 4177,"TRIUNVIRATO AV. 4177, CABA",-34.578501,-58.479765,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CASTRO BARROS 984,CASTRO BARROS 984,CASTRO BARROS 984,"CASTRO BARROS 984, CABA",-34.624107,-58.419109,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GIRIBONE 2399,GIRIBONE 2399,GIRIBONE 2399,"GIRIBONE 2399, CABA",-34.579711,-58.475298,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
HUMBERTO 1° 1814,HUMBERTO 1° 1814,HUMBERTO 1° 1814,"HUMBERTO 1° 1814, CABA",-34.621615,-58.391909,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"NAON, ROMULO 2171",NAON 2171,NAON 2171 | ROMULO NAON 2171,"NAON, ROMULO 2171, CABA",-34.569506,-58.470869,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALVAREZ JONTE AV. 5800,ALVAREZ JONTE 5800,ALVAREZ JONTE 5800 | AV ALVAREZ JONTE 5800 | AVENIDA ALVAREZ JONTE 5800,"ALVAREZ JONTE AV. 5800, CABA",-34.628365,-58.516222,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
FONROUGE 1243,FONROUGE 1243,FONROUGE 1243,"FONROUGE 1243, CABA",-34.649968,-58.501987,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ESCALADA 1305,ESCALADA 1305,ESCALADA 1305,"ESCALADA AV. 1305, CABA",-34.649655,-58.489239,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SOMELLERA 5595,SOMELLERA 5595,SOMELLERA 5595,"SOMELLERA 5595, CABA",-34.675336,-58.475445,,8,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GIRARDOT 345,GIRARDOT 345,GIRARDOT 345,"GIRARDOT 345, CABA",-34.59466,-58.456336,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ALVAREZ, DONATO, Tte. Gral. AV. 2136",ALVAREZ 2136,ALVAREZ 2136 | DONATO TENIENTE GENERAL ALVAREZ 2136 | AV DONATO TENIENTE GENERAL ALVAREZ 2136,"ALVAREZ, DONATO, TTE. GRAL. AV. 2136, CABA",-34.602167,-58.465362,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ACEVEDO 185,ACEVEDO 185,ACEVEDO 185,"ACEVEDO 185, CABA",-34.600021,-58.442978,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"SALGUERO, JERONIMO 688",SALGUERO 688,SALGUERO 688 | JERONIMO SALGUERO 688,"SALGUERO, JERONIMO 688, CABA",-34.602266,-58.41942,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CALDAS 1328,CALDAS 1328,CALDAS 1328,"CALDAS 1328, CABA",-34.587475,-58.4645,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CHARLONE 609,CHARLONE 609,CHARLONE 609,"CHARLONE 609, CABA",-34.582375,-58.452399,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BOYACA AV. 459,BOYACA 459,BOYACA 459 | AV BOYACA 459 | AVENIDA BOYACA 459,"BOYACA AV. 459, CABA",-34.621722,-58.460019,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MERCEDES 1620,MERCEDES 1620,MERCEDES 1620,"MERCEDES 1620, CABA",-34.619773,-58.494655,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SOLER 4669,SOLER 4669,SOLER 4669,"SOLER 4669, CABA",-34.586896,-58.4249,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
OLAVARRIA 701,OLAVARRIA 701,OLAVARRIA 701,"OLAVARRIA 701, CABA",-34.63795,-58.362987,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
TERRERO 1498,TERRERO 1498,TERRERO 1498,"TERRERO 1498, CABA",-34.611131,-58.464367,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
DIAZ VELEZ AV. 4197,DIAZ VELEZ 4197,DIAZ VELEZ 4197 | AV DIAZ VELEZ 4197 | AVENIDA DIAZ VELEZ 4197,"DIAZ VELEZ AV. 4197, CABA",-34.60858,-58.426021,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
FRENCH 2279,FRENCH 2279,FRENCH 2279,"FRENCH 2279, CABA",-34.591601,-58.39787,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MONTES DE OCA AV. 399,MONTES DE OCA 399,MONTES DE OCA 399 | AV MONTES DE OCA 399 | AVENIDA MONTES DE OCA 399,"MONTES DE OCA, MANUEL AV. 399, CABA",-34.633171,-58.375941,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"DIAZ, CNEL. AV. 1411",DIAZ 1411,DIAZ 1411 | CORONEL DIAZ 1411 | AV CORONEL DIAZ 1411,"DIAZ, AVELINO 1411, CABA",-34.637314,-58.439937,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MOSCONI GENERAL AV. 2412,MOSCONI 2412,MOSCONI 2412 | AV MOSCONI 2412 | AVENIDA MOSCONI 2412,"MOSCONI GENERAL AV. 2412, CABA",-34.582968,-58.49666,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CHIVILCOY 9,CHIVILCOY 9,CHIVILCOY 9,"CHIVILCOY 9, CABA",-34.633461,-58.481807,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MONROE AV. 4502,MONROE 4502,MONROE 4502 | AV MONROE 4502 | AVENIDA MONROE 4502,"MONROE 4502, CABA",-34.570712,-58.480044,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CORRIENTES AV. 5590,CORRIENTES 5590,CORRIENTES 5590 | AV CORRIENTES 5590 | AVENIDA CORRIENTES 5590,"CORRIENTES AV. 5590, CABA",-34.59659,-58.442468,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"LUPPI, ABRAHAM J. 926",LUPPI 926,LUPPI 926 | ABRAHAM J LUPPI 926,"LUPPI, ABRAHAM J. 926, CABA",-34.65078,-58.417144,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
NAZCA 4086,NAZCA 4086,NAZCA 4086,"NAZCA 4086, CABA",-34.59089,-58.498101,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
