capa,polo,polo_nombre,pieza,que,orden,calle,clave_callejero,largo_m,altura_desde,altura_hasta,tramos_unidos
el borde publicado hoy,R03,San Telmo,1,contorno exterior,1,PIEDRAS,PIEDRAS,48.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,2,"CALVO, CARLOS",CALVO CARLOS,60.0,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,3,CHACABUCO,CHACABUCO,32.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,4,PERU,PERU,36.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,5,BOLIVAR,BOLIVAR,36.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,6,"CALVO, CARLOS",CALVO CARLOS,72.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,7,HUMBERTO 1°,HUMBERTO 1,36.0,452-500 / 451-499,452-500 / 451-499,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,8,BOLIVAR,BOLIVAR,52.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,9,SAN JUAN AV.,SAN JUAN AV,36.0,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,10,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,60.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,11,COCHABAMBA,COCHABAMBA,36.0,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,12,PERU,PERU,36.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,13,"GARAY, JUAN DE AV.",GARAY JUAN DE AV,36.0,602-700 / 601-699,602-700 / 601-699,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,14,CHACABUCO,CHACABUCO,36.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,15,PIEDRAS,PIEDRAS,64.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,16,COCHABAMBA,COCHABAMBA,32.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,17,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,48.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,18,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,88.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,19,SAN JUAN AV.,SAN JUAN AV,32.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R03,San Telmo,1,contorno exterior,20,HUMBERTO 1°,HUMBERTO 1,36.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,1,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,60.1,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,2,HUMBERTO 1°,HUMBERTO 1,40.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,3,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,44.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,4,BALCARCE,BALCARCE,48.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,5,SAN JUAN AV.,SAN JUAN AV,36.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,6,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,52.1,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,7,COCHABAMBA,COCHABAMBA,44.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,8,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,64.1,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,9,DEFENSA,DEFENSA,44.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,10,COCHABAMBA,COCHABAMBA,32.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,11,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,96.1,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,12,DEFENSA,DEFENSA,104.1,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R03,San Telmo,2,contorno exterior,13,HUMBERTO 1°,HUMBERTO 1,36.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,1,"ALEM, LEANDRO N. AV.",ALEM LEANDRO N AV,480.0,302-400 / s/n,s/n / 601-699,4
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,2,VIAMONTE,VIAMONTE,40.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,3,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,84.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,4,CORDOBA AV.,CORDOBA AV,44.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,5,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,92.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,6,"BUTTY, ENRIQUE, ING.",BUTTY ENRIQUE ING,32.0,202-260 / 201-259,202-260 / 201-259,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,7,"MADERO, EDUARDO AV.",MADERO EDUARDO AV,140.0,902-1022 / 901-1019,902-1022 / 901-1019,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,8,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,212.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,9,ANTARTIDA ARGENTINA AV.,ANTARTIDA ARGENTINA AV,156.0,932-1000 / s/n,s/n / 931-999,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,10,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,520.0,s/n / s/n,s/n / s/n,3
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,11,ANTARTIDA ARGENTINA AV.,ANTARTIDA ARGENTINA AV,188.0,s/n / 851-899,s/n / 801-849,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,12,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,188.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,13,"ACHAVAL RODRIGUEZ, T., DR. AV.",ACHAVAL RODRIGUEZ T DR AV,176.0,1122-1400 / 1121-1399,1122-1400 / 1121-1399,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,14,CALABRIA AV.,CALABRIA AV,444.0,1302-1700 / 1301-1699,1302-1700 / 1301-1699,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,15,"VERA PEÑALOZA,  ROSARIO",VERA PENALOZA ROSARIO,52.0,602-700 / s/n,s/n / 601-699,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,16,CALABRIA AV.,CALABRIA AV,176.0,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,17,"RAWSON DE DELLEPIANE, ELVIRA AV.",RAWSON DE DELLEPIANE ELVIRA AV,132.0,592-700 / s/n,s/n / 601-699,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,18,"RIVAS, JOAQUIN, ALFEREZ DE FRAGATA",RIVAS JOAQUIN ALFEREZ DE FRAGATA,44.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,19,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,160.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,20,"LAFONE, QUEVEDO SAMUEL",LAFONE QUEVEDO SAMUEL,60.0,602-900 / 601-899,602-900 / 601-899,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,21,"LAVAYSSE, BENJAMIN J. (EX CORREA, BENITO)  (NO OFICIAL)",LAVAYSSE BENJAMIN J EX CORREA BENITO NO OFICIAL,288.0,1002-1350 / 1001-1349,1002-1350 / 1001-1349,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,22,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,124.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,23,DON PEDRO DE MENDOZA AV.,DON PEDRO DE MENDOZA AV,56.0,202-300 / s/n,202-300 / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,24,ARZOBISPO ESPINOSA,ARZOBISPO ESPINOSA,76.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,25,GUALEGUAY,GUALEGUAY,80.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,26,CABOTO,CABOTO,64.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,27,"D'ESPOSITO, ARNALDO",D ESPOSITO ARNALDO,132.0,102-150 / 101-149,102-150 / 101-149,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,28,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,172.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,29,BRASIL AV.,BRASIL AV,36.0,42-100 / 41-99,42-100 / 41-99,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,30,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,56.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,31,"HUERGO, ING. AV.",HUERGO ING AV,112.0,1402-1470 / 1401-1469,s/n / s/n,2
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,32,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,72.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,33,"HUERGO, ING. AV.",HUERGO ING AV,128.0,1202-1296 / 1201-1295,s/n / 1101-1129,2
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,34,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,44.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,35,HUMBERTO 1°,HUMBERTO 1,36.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,36,AZOPARDO,AZOPARDO,52.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,37,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,88.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,38,"CALVO, CARLOS",CALVO CARLOS,44.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,39,PASEO COLON AV.,PASEO COLON AV,684.0,902-1000 / s/n,s/n / 401-499,3
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,40,BELGRANO AV.,BELGRANO AV,32.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,41,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,96.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,42,MORENO,MORENO,32.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,43,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,60.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,44,PASEO COLON AV.,PASEO COLON AV,160.0,s/n / 201-299,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,45,LA RABIDA (S) AV.,LA RABIDA S AV,156.0,s/n / s/n,s/n / 61-199,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,46,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,96.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,47,LA RABIDA (N) AV.,LA RABIDA N AV,80.0,42-140 / s/n,142-180 / 141-179,1
el borde publicado hoy,R04,Puerto Madero,1,contorno exterior,48,"ALEM, LEANDRO N. AV.",ALEM LEANDRO N AV,220.0,s/n / s/n,202-300 / s/n,2
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,1,"VERA PEÑALOZA,  ROSARIO",VERA PENALOZA ROSARIO,40.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,2,"DEALESSI, PIERINA",DEALESSI PIERINA,592.2,1602-1700 / 1601-1699,1202-1500 / 1201-1499,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,3,"VILLAFLOR, AZUCENA",VILLAFLOR AZUCENA,40.0,162-200 / 161-199,162-200 / 161-199,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,4,"DEALESSI, PIERINA",DEALESSI PIERINA,716.3,952-1200 / 951-1199,702-800 / 701-799,2
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,5,"GUEMES, MACACHA",GUEMES MACACHA,40.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,6,"DEALESSI, PIERINA",DEALESSI PIERINA,644.2,502-700 / 501-699,102-400 / 101-399,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,7,"SANCHEZ DE THOMPSON, MARIQUITA",SANCHEZ DE THOMPSON MARIQUITA,76.0,202-290 / 201-289,202-290 / 201-289,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,8,"DEALESSI, PIERINA",DEALESSI PIERINA,80.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,9,"GRIERSON, CECILIA",GRIERSON CECILIA,76.0,s/n / 131-199,s/n / 131-199,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,10,GORRITI JUANA MANUELA,GORRITI JUANA MANUELA,76.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,11,"SANCHEZ DE THOMPSON, MARIQUITA",SANCHEZ DE THOMPSON MARIQUITA,68.0,152-200 / 151-199,152-200 / 151-199,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,12,GORRITI JUANA MANUELA,GORRITI JUANA MANUELA,640.2,102-700 / 101-699,102-700 / 101-699,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,13,"GUEMES, MACACHA",GUEMES MACACHA,36.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,14,GORRITI JUANA MANUELA,GORRITI JUANA MANUELA,720.3,702-950 / 701-949,952-1200 / 951-1199,2
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,15,"VILLAFLOR, AZUCENA",VILLAFLOR AZUCENA,36.0,162-200 / 161-199,162-200 / 161-199,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,16,GORRITI JUANA MANUELA,GORRITI JUANA MANUELA,636.2,1202-1700 / 1201-1699,1202-1700 / 1201-1699,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,17,"VERA PEÑALOZA,  ROSARIO",VERA PENALOZA ROSARIO,40.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,18,GORRITI JUANA MANUELA,GORRITI JUANA MANUELA,624.2,1702-2200 / 1701-2199,1702-2200 / 1701-2199,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,19,"BEMBERG, MARIA LUISA",BEMBERG MARIA LUISA,224.1,202-350 / 201-349,202-350 / 201-349,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,20,"RAWSON DE DELLEPIANE, ELVIRA AV.",RAWSON DE DELLEPIANE ELVIRA AV,44.0,152-300 / 151-299,152-300 / 151-299,1
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,21,"DEALESSI, PIERINA",DEALESSI PIERINA,576.2,1902-2100 / 1901-2099,1702-1900 / 1701-1899,2
el borde publicado hoy,R04,Puerto Madero,1,hueco 1,22,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,76.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,1,COCHABAMBA,COCHABAMBA,40.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,2,BALCARCE,BALCARCE,220.0,1202-1250 / 1201-1249,1002-1100 / 1001-1099,3
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,3,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,76.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,4,BALCARCE,BALCARCE,40.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,5,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,64.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,6,PASEO COLON AV.,PASEO COLON AV,100.0,s/n / 1001-1099,1002-1100 / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,7,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,52.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,8,HUMBERTO 1°,HUMBERTO 1,44.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,9,AUTOPISTA PRESIDENTE DR. RAUL RICARDO ALFONSIN,AUTOPISTA PRESIDENTE DR RAUL RICARDO ALFONSIN,88.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,10,SAN JUAN AV.,SAN JUAN AV,40.0,112-200 / 111-199,112-200 / 111-199,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,11,COCHABAMBA,COCHABAMBA,36.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,12,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,32.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,13,AZOPARDO,AZOPARDO,128.0,1302-1400 / 1301-1399,1402-1500 / 1401-1499,2
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,14,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,80.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,15,BRASIL AV.,BRASIL AV,36.0,42-100 / 41-99,42-100 / 41-99,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,16,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,140.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,17,NECOCHEA,NECOCHEA,84.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,18,PILCOMAYO,PILCOMAYO,56.0,702-850 / 701-849,702-850 / 701-849,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,19,"BROWN, ALTE. AV.",BROWN ALTE AV,112.0,102-200 / s/n,s/n / 51-199,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,20,"GARCIA, MARTIN AV.",GARCIA MARTIN AV,160.0,232-300 / 231-299,232-300 / 231-299,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,21,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,244.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,22,BRASIL AV.,BRASIL AV,40.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,23,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,80.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,24,BALCARCE,BALCARCE,32.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,25,"GARAY, JUAN DE AV.",GARAY JUAN DE AV,32.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R04,Puerto Madero,2,contorno exterior,26,AUTOPISTA BUENOS AIRES - LA PLATA,AUTOPISTA BUENOS AIRES LA PLATA,132.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,1,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,108.1,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,2,MENDOZA,MENDOZA,36.0,1802-1900 / 1801-1899,1802-1900 / 1801-1899,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,3,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,88.1,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,4,OLAZABAL,OLAZABAL,188.2,1702-1800 / 1701-1775,1602-1700 / 1601-1699,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,5,MONTAÑESES,MONTANESES,124.2,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,6,OLAZABAL,OLAZABAL,52.1,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,7,MONTAÑESES,MONTANESES,64.1,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,8,MENDOZA,MENDOZA,100.1,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,9,DEL LIBERTADOR AV.,DEL LIBERTADOR AV,96.1,6002-6100 / 6001-6099,6002-6100 / 6001-6099,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,10,JURAMENTO,JURAMENTO,52.1,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,11,DEL LIBERTADOR AV.,DEL LIBERTADOR AV,180.2,5902-6000 / 5901-5999,5802-5900 / 5801-5899,2
el borde publicado hoy,R05,Belgrano,1,contorno exterior,12,ECHEVERRIA,ECHEVERRIA,32.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,13,MONTAÑESES,MONTANESES,104.1,1902-2000 / 1901-1999,1902-2000 / 1901-1999,1
el borde publicado hoy,R05,Belgrano,1,contorno exterior,14,VERTIZ VIRREY AV.,VERTIZ VIRREY AV,208.3,1902-2000 / 1901-1999,2002-2100 / 2001-2099,2
el borde publicado hoy,R05,Belgrano,1,contorno exterior,15,JURAMENTO AV.,JURAMENTO AV,64.1,1702-1740 / 1701-1733,1702-1740 / 1701-1733,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,1,JURAMENTO AV.,JURAMENTO AV,32.0,2802-2900 / 2801-2899,2802-2900 / 2801-2899,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,2,VIDAL,VIDAL,92.1,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,3,MOLDES,MOLDES,76.1,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,4,MENDOZA,MENDOZA,52.1,2602-2700 / 2601-2699,2602-2700 / 2601-2699,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,5,MOLDES,MOLDES,44.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,6,OLAZABAL,OLAZABAL,76.1,2602-2700 / 2601-2699,2602-2700 / 2601-2699,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,7,AMENABAR,AMENABAR,64.1,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,8,OLAZABAL,OLAZABAL,76.1,2502-2600 / 2501-2599,2502-2600 / 2501-2599,1
el borde publicado hoy,R05,Belgrano,2,contorno exterior,9,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,96.1,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
