local_id,polo_id,polo_final,polo_unido,barrio,comuna
LOC000707,,,,San Nicolas,1.0
LOC000708,,,,Villa Devoto,11.0
LOC000709,,,,Villa Urquiza,12.0
LOC000710,,,,Caballito,6.0
LOC000712,,,,Floresta,10.0
LOC000713,P091,P091,P091,Palermo,14.0
LOC000714,P052,P052,P052,Floresta,10.0
LOC000715,,,,Parque Chas,15.0
LOC000716,P009,P009,P009,Parque Avellaneda,9.0
LOC000717,P105,P105,P105,Recoleta,2.0
LOC000718,,,,Recoleta,2.0
LOC000719,P085,P085,P085,Monserrat,1.0
LOC000720,,,,Boedo,5.0
LOC000721,P072,P072-5,P072-5,Colegiales,13.0
LOC000722,P076,P076,P076,Recoleta,2.0
LOC000724,,,,Recoleta,2.0
LOC000725,P107,P107,P107,Balvanera,3.0
LOC000728,P027,P027,P027,Nueva Pompeya,4.0
LOC000730,P063,P063,P063,Caballito,6.0
LOC000732,P053,P053,P053,Boedo,5.0
LOC000733,,,,Recoleta,2.0
LOC000734,,,,Almagro,5.0
LOC000735,P027,P027,P027,Boedo,5.0
LOC000736,P072,,,Belgrano,13.0
LOC000737,,,,Saavedra,12.0
LOC000738,P030,P030,P030,Puerto Madero,1.0
LOC000739,P048,P048,P048,Colegiales,13.0
LOC000740,P005,P005,P005,Villa Lugano,8.0
LOC000741,P056,P056,P056,Caballito,6.0
LOC000744,P047,P047,P047,Caballito,6.0
LOC000745,P084,P084,P084,Almagro,5.0
LOC000746,P073,P073,P073,Palermo,14.0
LOC000747,P084,P084,P084,Balvanera,3.0
LOC000748,,,,Nuñez,13.0
LOC000749,,,,Villa Real,10.0
LOC000750,P072,P072-5,P072-5,Belgrano,13.0
LOC000751,P108,P108,P108,Monserrat,1.0
LOC000752,,,,Retiro,1.0
LOC000753,P110,P110,P110,Recoleta,2.0
LOC000754,P103,P103,P103,San Telmo,1.0
LOC000755,,,,Recoleta,2.0
LOC000756,,,,Paternal,15.0
LOC000757,,,,Barracas,4.0
LOC000760,P091,P091,P091,Palermo,14.0
LOC000761,,,,San Nicolas,1.0
LOC000762,P072,P072-6,P072-6,Belgrano,13.0
LOC000763,P078,P078,P078,Palermo,14.0
LOC000764,,,,Villa Urquiza,12.0
LOC000765,P066,P066,P066,Barracas,4.0
LOC000766,P025,P025-2,P025-2,Villa Luro,10.0
LOC000767,P032,P032,P032,La Boca,4.0
LOC000769,,,,Barracas,4.0
LOC000770,,,,Barracas,4.0
LOC000772,P071,P071,P071,Colegiales,13.0
LOC000773,P083,P083,P083,Almagro,5.0
LOC000774,,,,Villa Del Parque,11.0
LOC000775,,,,Nuñez,13.0
LOC000776,,,,Villa Soldati,8.0
LOC000777,,,,Paternal,15.0
LOC000778,,,,Balvanera,3.0
LOC000779,P032,P032,P032,La Boca,4.0
LOC000780,P055,P055,P055,Balvanera,3.0
LOC000781,P106,P106,P106,Recoleta,2.0
LOC000782,P065,P065,P065,Palermo,14.0
LOC000783,P057,P057,P057,Almagro,5.0
LOC000784,P110,P110,P110,Recoleta,2.0
LOC000785,,,,Puerto Madero,1.0
LOC000786,,,,Palermo,14.0
LOC000787,P082,P082,P082,Almagro,5.0
LOC000788,,,,Villa Crespo,15.0
LOC000790,P056,P056,P056,Caballito,6.0
LOC000791,P043,P043,P043,Villa Crespo,15.0
LOC000792,,,,Parque Chacabuco,7.0
LOC000793,,,,Almagro,5.0
LOC000794,,,,Flores,7.0
LOC000795,P056,P056,P056,Caballito,6.0
LOC000796,P046,P046,P046,Villa Urquiza,12.0
LOC000797,,,,Boedo,5.0
LOC000798,P008,P008,P008,Barracas,4.0
LOC000799,,,,Monserrat,1.0
LOC000800,,,,Monte Castro,10.0
LOC000801,P053,P053,P053,Caballito,6.0
LOC000802,P118,P118,P118,Retiro,1.0
LOC000803,P093,P093,P093,Balvanera,3.0
LOC000804,P024,P024,P024,Nueva Pompeya,4.0
LOC000805,P117,P117,P117,San Nicolas,1.0
LOC000806,P043,P043,P043,Villa Gral. Mitre,11.0
LOC000807,,,,Villa Santa Rita,11.0
LOC000809,,,,Palermo,14.0
LOC000810,P052,P052,P052,Villa Santa Rita,11.0
LOC000811,P013,P013,P013,Mataderos,9.0
LOC000812,,,,Parque Chas,15.0
LOC000814,P106,P106,P106,Recoleta,2.0
LOC000815,P038,P038,P038,Villa Devoto,11.0
LOC000816,P065,P065,P065,Palermo,14.0
LOC000817,P056,P056,P056,Caballito,6.0
LOC000818,P048,P048,P048,Colegiales,13.0
LOC000819,,,,Caballito,6.0
LOC000820,,,,Almagro,5.0
LOC000821,P091,P091,P091,Palermo,14.0
LOC000822,P053,P053,P053,Caballito,6.0
LOC000823,P093,P093,P093,Balvanera,3.0
LOC000824,,,,San Cristobal,3.0
LOC000825,,,,Monserrat,1.0
LOC000826,,,,Nuñez,13.0
LOC000827,P108,P108,P108,Monserrat,1.0
LOC000828,P078,P078,P078,Palermo,14.0
LOC000829,,,,Palermo,14.0
LOC000830,P005,P005,P005,Villa Lugano,8.0
LOC000831,P053,P053,P053,Caballito,6.0
LOC000832,,,,San Nicolas,1.0
LOC000833,,,,Palermo,14.0
LOC000834,,,,Nuñez,13.0
LOC000835,,,,Villa Urquiza,12.0
LOC000836,,,,Parque Chacabuco,7.0
LOC000837,,,,Chacarita,15.0
LOC000838,P037,P037,P037,Villa Del Parque,11.0
LOC000839,P099,P099,P101+P099,Monserrat,1.0
LOC000841,,,,Boedo,5.0
LOC000842,,,,Caballito,6.0
LOC000843,P046,P046,P046,Parque Chas,15.0
LOC000844,P003,P003,P003,Villa Riachuelo,8.0
LOC000846,P037,P037,P037,Villa Del Parque,11.0
LOC000847,P092,P092,P092,Palermo,14.0
LOC000850,P074,P074,P074,Villa Crespo,15.0
LOC000851,P095,P095,P095,Recoleta,2.0
LOC000852,P048,P048,P048,Villa Ortuzar,15.0
LOC000853,,,,Constitucion,1.0
LOC000854,P082,P082,P082,Almagro,5.0
LOC000855,P013,P013,P013,Mataderos,9.0
LOC000856,P113,P113,P113,Balvanera,3.0
LOC000857,P072,,,Nuñez,13.0
LOC000858,P113,P113,P113,San Nicolas,1.0
LOC000859,P030,P030,P030,Puerto Madero,1.0
LOC000861,P018,P018-2,P018-2,Villa Real,10.0
LOC000862,P046,P046,P046,Villa Urquiza,12.0
LOC000863,P046,P046,P046,Villa Urquiza,12.0
LOC000864,,,,Villa Ortuzar,15.0
LOC000865,,,,Boedo,5.0
LOC000866,,,,Villa Devoto,11.0
LOC000867,P118,P118,P118,Retiro,1.0
LOC000868,P054,P054,P054,Flores,7.0
LOC000870,,,,Flores,7.0
LOC000872,,,,Flores,7.0
LOC000873,,,,Balvanera,3.0
LOC000874,P072,,,Belgrano,13.0
LOC000875,,,,Villa Santa Rita,11.0
LOC000876,P100,P100,P100,Monserrat,1.0
LOC000877,P076,P076,P076,Palermo,14.0
LOC000878,P082,P082,P082,Almagro,5.0
LOC000879,,,,Flores,7.0
LOC000880,P087,P087,P087,Palermo,14.0
LOC000881,,,,Nuñez,13.0
LOC000882,P094,P094,P094,Monserrat,1.0
LOC000884,,,,Barracas,4.0
LOC000885,,,,Parque Chacabuco,7.0
LOC000886,,,,Monserrat,1.0
LOC000887,P096,P096,P096,Recoleta,2.0
LOC000888,P062,P062,P062,Boedo,5.0
LOC000889,P094,P094,P094,Monserrat,1.0
LOC000890,,,,Chacarita,15.0
LOC000891,,,,San Telmo,1.0
LOC000892,P072,,,Belgrano,13.0
LOC000893,P009,P009,P009,Parque Avellaneda,9.0
LOC000894,,,,Retiro,1.0
LOC000896,,,,Villa Crespo,15.0
LOC000897,P106,P106,P106,Recoleta,2.0
LOC000898,P065,P065,P065,Palermo,14.0
LOC000899,,,,Parque Avellaneda,9.0
LOC000900,,,,Parque Chacabuco,7.0
LOC000901,P078,P078,P078,Palermo,14.0
LOC000902,P078,P078,P078,Palermo,14.0
LOC000903,,,,Palermo,14.0
LOC000904,P072,P072-4,P072-4,Belgrano,13.0
LOC000905,P091,P091,P091,Palermo,14.0
LOC000906,P072,,,Palermo,14.0
LOC000907,P116,P116,P116,San Nicolas,1.0
LOC000908,P065,P065,P065,Palermo,14.0
LOC000909,,,,Recoleta,2.0
LOC000910,,,,Caballito,6.0
LOC000912,P106,P106,P106,Balvanera,3.0
LOC000913,,,,Monte Castro,10.0
LOC000914,,,,Villa Gral. Mitre,11.0
LOC000915,,,,Recoleta,2.0
LOC000916,,,,Recoleta,2.0
LOC000917,P078,P078,P078,Palermo,14.0
LOC000920,,,,Saavedra,12.0
LOC000921,P117,P117,P117,San Nicolas,1.0
LOC000922,,,,Flores,7.0
LOC000924,,,,San Nicolas,1.0
LOC000926,P048,P048,P048,Colegiales,13.0
LOC000927,P110,P110,P110,Recoleta,2.0
LOC000928,P003,P003,P003,Villa Riachuelo,8.0
LOC000929,,,,Monserrat,1.0
LOC000930,,,,Coghlan,12.0
LOC000931,P042,P042,P042,Velez Sarsfield,10.0
LOC000932,P022,P022,P022,Saavedra,12.0
LOC000934,P116,P116,P116,San Nicolas,1.0
LOC000935,,,,Coghlan,12.0
LOC000936,P065,P065,P065,Palermo,14.0
LOC000937,,,,Villa Urquiza,12.0
LOC000938,,,,Boedo,5.0
LOC000939,P111,P111,P111,Monserrat,1.0
LOC000941,,,,Flores,7.0
LOC000942,P091,P091,P091,Palermo,14.0
LOC000943,P094,P094,P094,Monserrat,1.0
LOC000944,,,,Palermo,14.0
LOC000945,P081,P081,P081,Villa Crespo,15.0
LOC000946,P091,P091,P091,Palermo,14.0
LOC000947,,,,Barracas,4.0
LOC000948,,,,Villa Luro,10.0
LOC000949,,,,Monte Castro,10.0
LOC000950,,,,Almagro,5.0
LOC000951,P016,P016,P016,Villa Devoto,11.0
LOC000952,,,,Monserrat,1.0
LOC000953,,,,Caballito,6.0
LOC000955,P072,,,Belgrano,13.0
LOC000956,,,,Flores,7.0
LOC000957,P029,P029,P029,Boedo,5.0
LOC000958,,,,Villa Del Parque,11.0
LOC000959,P116,P116,P116,San Nicolas,1.0
LOC000960,P061,P061,P061,Flores,7.0
LOC000961,,,,Villa Crespo,15.0
LOC000962,P091,P091,P091,Palermo,14.0
LOC000963,P091,P091,P091,Palermo,14.0
LOC000964,,,,Villa Ortuzar,15.0
LOC000965,P098,P098,P098,Recoleta,2.0
LOC000966,,,,San Nicolas,1.0
LOC000967,,,,Villa Pueyrredon,12.0
LOC000968,P108,P108,P108,Monserrat,1.0
LOC000969,P091,P091,P091,Palermo,14.0
LOC000971,P110,P110,P110,Recoleta,2.0
LOC000972,P072,,,Belgrano,13.0
LOC000973,P018,P018-1,P018-1,Villa Devoto,11.0
LOC000974,P078,P078,P078,Palermo,14.0
LOC000975,,,,Saavedra,12.0
LOC000976,,,,Caballito,6.0
LOC000977,,,,San Nicolas,1.0
LOC000978,,,,Balvanera,3.0
LOC000979,,,,Constitucion,1.0
LOC000980,,,,Flores,7.0
LOC000981,P046,P046,P046,Villa Urquiza,12.0
LOC000982,P099,P099,P101+P099,Balvanera,3.0
LOC000983,P093,P093,P093,Balvanera,3.0
LOC000984,,,,San Telmo,1.0
LOC000985,P026,P026,P026,Parque Patricios,4.0
LOC000986,P029,P029,P029,Boedo,5.0
LOC000987,,,,Parque Avellaneda,9.0
LOC000988,P084,P084,P084,Almagro,5.0
LOC000989,P063,P063,P063,Villa Crespo,15.0
LOC000990,P099,P099,P101+P099,Balvanera,3.0
LOC000991,P086,P086,P086,Villa Crespo,15.0
LOC000992,,,,Caballito,6.0
LOC000993,P101,P101,P101+P099,Balvanera,3.0
LOC000994,P028,P028,P028,Villa Pueyrredon,12.0
LOC000995,P072,P072-2,P072-2,Palermo,14.0
LOC000996,,,,Parque Chacabuco,7.0
LOC000997,,,,Palermo,14.0
LOC000998,,,,San Nicolas,1.0
LOC000999,,,,Villa Urquiza,12.0
LOC001000,P085,P085,P085,Constitucion,1.0
LOC001001,,,,Palermo,14.0
LOC001002,,,,Velez Sarsfield,10.0
LOC001003,P106,P106,P106,Balvanera,3.0
LOC001004,P072,P072-4,P072-4,Belgrano,13.0
LOC001005,,,,San Cristobal,3.0
LOC001006,P068,P068,P068,Chacarita,15.0
LOC001007,,,,Barracas,4.0
LOC001008,,,,Nuñez,13.0
LOC001009,,,,Almagro,5.0
LOC001010,P072,P072-3,P072-3,Belgrano,13.0
LOC001011,P111,P111,P111,Monserrat,1.0
LOC001012,P093,P093,P093,Balvanera,3.0
LOC001013,P018,P018-1,P018-1,Villa Devoto,11.0
LOC001014,P048,P048,P048,Colegiales,13.0
LOC001015,P105,P105,P105,Recoleta,2.0
LOC001016,P072,P072-4,P072-4,Belgrano,13.0
LOC001018,P045,P045,P045,Villa Ortuzar,15.0
LOC001020,P063,P063,P063,Caballito,6.0
LOC001021,P004,P004,P004,Villa Lugano,8.0
LOC001022,,,,Balvanera,3.0
LOC001023,P112,P112,P112,San Nicolas,1.0
LOC001024,P076,P076,P076,Recoleta,2.0
LOC001025,P053,P053,P053,Caballito,6.0
LOC001026,P057,P057,P057,Almagro,5.0
LOC001027,,,,Agronomia,15.0
LOC001028,P017,P017,P017,Liniers,9.0
LOC001029,,,,Flores,7.0
LOC001030,,,,Constitucion,1.0
LOC001031,,,,Almagro,5.0
LOC001032,,,,Paternal,15.0
LOC001033,P018,,,Villa Devoto,11.0
LOC001034,,,,Boedo,5.0
LOC001035,P091,P091,P091,Palermo,14.0
LOC001036,P117,P117,P117,San Nicolas,1.0
LOC001037,P065,P065,P065,Palermo,14.0
LOC001038,,,,Velez Sarsfield,10.0
LOC001039,,,,Caballito,6.0
LOC001040,P066,P066,P066,Barracas,4.0
LOC001041,,,,Barracas,4.0
LOC001042,,,,Flores,7.0
LOC001043,,,,Flores,7.0
LOC001044,P030,P030,P030,Puerto Madero,1.0
LOC001045,P110,P110,P110,Recoleta,2.0
LOC001046,P015,P015,P015,Parque Chacabuco,7.0
LOC001048,P005,P005,P005,Villa Lugano,8.0
LOC001049,P053,P053,P053,Boedo,5.0
LOC001050,,,,Balvanera,3.0
LOC001051,P045,P045,P045,Villa Ortuzar,15.0
LOC001052,,,,Recoleta,2.0
LOC001053,,,,Villa Urquiza,12.0
LOC001054,P108,P108,P108,Monserrat,1.0
LOC001055,,,,Flores,7.0
LOC001056,,,,Recoleta,2.0
LOC001058,,,,Palermo,14.0
LOC001059,,,,Almagro,5.0
LOC001060,P081,P081,P081,Villa Crespo,15.0
LOC001061,P053,P053,P053,Parque Chacabuco,7.0
LOC001063,P066,P066,P066,Barracas,4.0
LOC001064,,,,Villa Urquiza,12.0
LOC001065,P048,P048,P048,Villa Ortuzar,15.0
LOC001066,P072,P072-6,P072-6,Belgrano,13.0
LOC001069,P076,P076,P076,Recoleta,2.0
LOC001071,,,,Recoleta,2.0
LOC001072,P052,P052,P052,Floresta,10.0
LOC001073,P089,P089,P090+P089,Palermo,14.0
LOC001074,P091,P091,P091,Palermo,14.0
LOC001075,P091,P091,P091,Palermo,14.0
LOC001077,,,,Balvanera,3.0
LOC001078,P004,P004,P004,Parque Avellaneda,9.0
LOC001079,,,,Balvanera,3.0
LOC001080,,,,Belgrano,13.0
LOC001081,P063,P063,P063,Caballito,6.0
LOC001082,P065,P065,P065,Palermo,14.0
LOC001083,P058,P058,P058,Flores,7.0
LOC001084,P065,P065,P065,Palermo,14.0
LOC001085,P027,P027,P027,Parque Patricios,4.0
LOC001086,,,,Recoleta,2.0
LOC001088,,,,Villa Gral. Mitre,11.0
LOC001089,,,,Villa Crespo,15.0
LOC001090,,,,Caballito,6.0
LOC001091,P103,P103,P103,Monserrat,1.0
LOC001092,,,,Barracas,4.0
LOC001093,,,,Flores,7.0
LOC001094,P114,P114,P114,San Nicolas,1.0
LOC001095,P063,P063,P063,Caballito,6.0
LOC001096,,,,Villa Crespo,15.0
LOC001097,,,,Palermo,14.0
LOC001098,,,,Caballito,6.0
LOC001100,,,,Flores,7.0
LOC001101,,,,Mataderos,9.0
LOC001103,,,,Flores,7.0
LOC001104,,,,Retiro,1.0
LOC001105,,,,Retiro,1.0
LOC001106,,,,Monserrat,1.0
LOC001107,,,,Palermo,14.0
LOC001108,P089,P089,P090+P089,Palermo,14.0
LOC001109,P082,P082,P082,Almagro,5.0
LOC001110,,,,Balvanera,3.0
LOC001111,,,,Villa Luro,10.0
LOC001112,,,,Balvanera,3.0
LOC001113,P072,P072-5,P072-5,Palermo,14.0
LOC001114,,,,San Nicolas,1.0
LOC001115,,,,Villa Del Parque,11.0
LOC001116,P088,P088,P088,Palermo,14.0
LOC001118,P027,P027,P027,Parque Patricios,4.0
LOC001119,P023,P023,P023,Villa Pueyrredon,12.0
LOC001120,,,,Parque Avellaneda,9.0
LOC001123,P062,P062,P062,Boedo,5.0
LOC001124,P091,P091,P091,Palermo,14.0
LOC001125,P053,P053,P053,Boedo,5.0
LOC001126,P107,P107,P107,Balvanera,3.0
LOC001127,P018,P018-1,P018-1,Villa Devoto,11.0
LOC001128,P012,P012,P012,Mataderos,9.0
LOC001129,P109,P109,P109,San Nicolas,1.0
LOC001130,P090,P090,P090+P089,Palermo,14.0
LOC001131,P028,P028,P028,Villa Pueyrredon,12.0
LOC001132,,,,Villa Urquiza,12.0
LOC001133,,,,Velez Sarsfield,10.0
LOC001134,,,,Chacarita,15.0
LOC001135,,,,Retiro,1.0
LOC001136,,,,Villa Del Parque,11.0
LOC001137,P022,P022,P022,Saavedra,12.0
LOC001138,P078,P078,P078,Palermo,14.0
LOC001139,,,,Villa Pueyrredon,12.0
LOC001140,P018,P018-2,P018-2,Villa Real,10.0
LOC001141,P032,P032,P032,La Boca,4.0
LOC001142,P046,P046,P046,Villa Urquiza,12.0
LOC001143,P031,P031,P031,Floresta,10.0
LOC001144,,,,Monserrat,1.0
LOC001145,P072,,,Belgrano,13.0
LOC001146,P113,P113,P113,Balvanera,3.0
LOC001147,P091,P091,P091,Palermo,14.0
LOC001148,,,,Balvanera,3.0
LOC001150,P048,P048,P048,Colegiales,13.0
LOC001151,P052,P052,P052,Floresta,10.0
LOC001152,,,,Belgrano,13.0
LOC001153,P018,,,Villa Devoto,11.0
LOC001154,P113,P113,P113,San Nicolas,1.0
LOC001155,,,,Flores,7.0
LOC001156,P082,P082,P082,Almagro,5.0
LOC001157,P058,P058,P058,Flores,7.0
LOC001158,,,,Caballito,6.0
LOC001159,P004,P004,P004,Parque Avellaneda,9.0
LOC001160,,,,Paternal,15.0
LOC001161,,,,Balvanera,3.0
LOC001162,,,,Colegiales,13.0
LOC001163,P052,P052,P052,Floresta,10.0
LOC001164,,,,San Cristobal,3.0
LOC001165,P078,P078,P078,Palermo,14.0
LOC001166,,,,Recoleta,2.0
LOC001167,P072,P072-4,P072-4,Belgrano,13.0
LOC001169,,,,Villa Ortuzar,15.0
LOC001171,P100,P100,P100,Monserrat,1.0
LOC001172,P029,P029,P029,Boedo,5.0
LOC001173,,,,Almagro,5.0
LOC001174,P116,P116,P116,San Nicolas,1.0
LOC001175,,,,Caballito,6.0
LOC001176,P062,P062,P062,Boedo,5.0
LOC001177,,,,Saavedra,12.0
LOC001178,,,,Velez Sarsfield,10.0
LOC001179,,,,Caballito,6.0
LOC001180,,,,Velez Sarsfield,10.0
LOC001181,P004,P004,P004,Parque Avellaneda,9.0
LOC001182,P053,P053,P053,Parque Chacabuco,7.0
LOC001183,,,,Balvanera,3.0
LOC001184,P116,P116,P116,San Nicolas,1.0
LOC001185,P106,P106,P106,Balvanera,3.0
LOC001186,P018,,,Villa Devoto,11.0
LOC001187,,,,La Boca,4.0
LOC001188,P052,P052,P052,Floresta,10.0
LOC001189,P103,P103,P103,Monserrat,1.0
LOC001190,,,,Balvanera,3.0
LOC001191,,,,Boedo,5.0
LOC001192,P111,P111,P111,Monserrat,1.0
LOC001194,P074,P074,P074,Villa Crespo,15.0
LOC001195,P058,P058,P058,Flores,7.0
LOC001196,,,,Palermo,14.0
LOC001197,P057,P057,P057,Caballito,6.0
LOC001198,,,,Flores,7.0
LOC001199,P018,,,Monte Castro,10.0
LOC001200,P068,P068,P068,Colegiales,13.0
LOC001201,,,,Villa Pueyrredon,12.0
LOC001202,P062,P062,P062,Boedo,5.0
LOC001204,P014,P014,P014,Flores,7.0
LOC001205,,,,Flores,7.0
LOC001206,P037,P037,P037,Villa Del Parque,11.0
LOC001207,,,,Constitucion,1.0
LOC001209,,,,Constitucion,1.0
LOC001210,P093,P093,P093,Balvanera,3.0
LOC001211,,,,Balvanera,3.0
LOC001212,P113,P113,P113,San Nicolas,1.0
LOC001214,P012,P012,P012,Mataderos,9.0
LOC001216,,,,Retiro,1.0
LOC001217,P091,P091,P091,Palermo,14.0
LOC001218,P091,P091,P091,Palermo,14.0
LOC001219,P023,P023,P023,Villa Pueyrredon,12.0
LOC001220,P072,P072-4,P072-4,Belgrano,13.0
LOC001221,P036,P036,P036,Flores,7.0
LOC001222,P072,,,Belgrano,13.0
LOC001223,,,,Balvanera,3.0
LOC001224,P072,P072-2,P072-2,Palermo,14.0
LOC001225,P091,P091,P091,Palermo,14.0
LOC001226,P046,P046,P046,Villa Urquiza,12.0
LOC001227,,,,Almagro,5.0
LOC001229,P078,P078,P078,Palermo,14.0
LOC001232,,,,Barracas,4.0
LOC001233,P043,P043,P043,Villa Gral. Mitre,11.0
LOC001234,P072,,,Belgrano,13.0
LOC001235,P018,P018-1,P018-1,Villa Devoto,11.0
LOC001236,P002,P002,P002,Villa Soldati,8.0
LOC001237,P072,,,Belgrano,13.0
LOC001238,P063,P063,P063,Caballito,6.0
LOC001240,P102,P102,P102,Barracas,4.0
LOC001241,,,,Villa Santa Rita,11.0
LOC001242,P067,P067,P067,Nuñez,13.0
LOC001243,,,,Caballito,6.0
LOC001244,P079,P079,P079,Villa Crespo,15.0
LOC001245,P063,P063,P063,Villa Crespo,15.0
LOC001246,,,,Villa Del Parque,11.0
LOC001247,,,,Flores,7.0
LOC001249,,,,Retiro,1.0
LOC001250,,,,Barracas,4.0
LOC001251,P111,P111,P111,Monserrat,1.0
LOC001252,P083,P083,P083,Almagro,5.0
LOC001253,P110,P110,P110,Recoleta,2.0
LOC001254,P021,P021,P021,Liniers,9.0
LOC001255,P052,P052,P052,Floresta,10.0
LOC001256,,,,Recoleta,2.0
LOC001257,,,,Almagro,5.0
LOC001258,,,,Velez Sarsfield,10.0
LOC001259,,,,Retiro,1.0
LOC001260,,,,Villa Pueyrredon,12.0
LOC001262,,,,Flores,7.0
LOC001263,,,,Recoleta,2.0
LOC001264,,,,Monserrat,1.0
LOC001265,,,,Parque Chas,15.0
LOC001267,P089,P089,P090+P089,Palermo,14.0
LOC001268,,,,San Nicolas,1.0
LOC001269,P048,P048,P048,Colegiales,13.0
LOC001270,P116,P116,P116,San Nicolas,1.0
LOC001271,P110,P110,P110,Recoleta,2.0
LOC001272,,,,Barracas,4.0
LOC001274,P076,P076,P076,Recoleta,2.0
LOC001275,,,,Recoleta,2.0
LOC001277,P091,P091,P091,Palermo,14.0
LOC001280,,,,Balvanera,3.0
LOC001281,P111,P111,P111,Monserrat,1.0
LOC001282,,,,Caballito,6.0
LOC001283,,,,Villa Pueyrredon,12.0
LOC001284,,,,Versalles,10.0
LOC001285,P106,P106,P106,Recoleta,2.0
LOC001286,P017,P017,P017,Liniers,9.0
LOC001287,,,,Balvanera,3.0
LOC001288,P072,P072-1,P072-1,Nuñez,13.0
LOC001289,P113,P113,P113,San Nicolas,1.0
LOC001290,P061,P061,P061,Flores,7.0
LOC001291,P024,P024,P024,Nueva Pompeya,4.0
LOC001292,P084,P084,P084,Balvanera,3.0
LOC001293,P091,P091,P091,Palermo,14.0
LOC001294,,,,Monserrat,1.0
LOC001296,P046,P046,P046,Villa Urquiza,12.0
LOC001297,,,,Palermo,14.0
LOC001298,,,,Almagro,5.0
LOC001299,P093,P093,P093,Balvanera,3.0
LOC001300,P090,P090,P090+P089,Palermo,14.0
LOC001301,,,,Liniers,9.0
LOC001303,P009,P009,P009,Parque Avellaneda,9.0
LOC001304,P056,P056,P056,Caballito,6.0
LOC001305,P019,P019,P019,Parque Patricios,4.0
LOC001307,P060,P060,P060,Flores,7.0
LOC001308,,,,Mataderos,9.0
LOC001309,P084,P084,P084,Balvanera,3.0
LOC001310,P052,P052,P052,Floresta,10.0
LOC001311,P092,P092,P092,Palermo,14.0
LOC001312,,,,Parque Chacabuco,7.0
LOC001313,,,,Almagro,5.0
LOC001314,P087,P087,P087,Palermo,14.0
LOC001315,P037,P037,P037,Villa Del Parque,11.0
LOC001316,P072,,,Palermo,14.0
LOC001317,,,,Retiro,1.0
LOC001318,P037,P037,P037,Villa Del Parque,11.0
LOC001319,,,,San Nicolas,1.0
LOC001320,,,,Coghlan,12.0
LOC001321,,,,Palermo,14.0
LOC001322,,,,Almagro,5.0
LOC001323,,,,Villa Urquiza,12.0
LOC001324,,,,Caballito,6.0
LOC001325,P051,P051,P051,Constitucion,1.0
LOC001326,P034,P034,P034,Monte Castro,10.0
LOC001327,P021,P021,P021,Liniers,9.0
LOC001328,P090,P090,P090+P089,Palermo,14.0
LOC001329,,,,Coghlan,12.0
LOC001330,,,,Balvanera,3.0
LOC001331,,,,Parque Chacabuco,7.0
LOC001333,P091,P091,P091,Palermo,14.0
LOC001334,,,,Monserrat,1.0
LOC001336,P113,P113,P113,San Nicolas,1.0
LOC001337,,,,Palermo,14.0
LOC001338,P072,,,Belgrano,13.0
LOC001339,,,,Colegiales,13.0
LOC001340,,,,Flores,7.0
LOC001342,P091,P091,P091,Palermo,14.0
LOC001343,P060,P060,P060,Flores,7.0
LOC001344,,,,Palermo,14.0
LOC001345,,,,Villa Devoto,11.0
LOC001346,P057,P057,P057,Almagro,5.0
LOC001347,,,,Flores,7.0
LOC001348,P048,P048,P048,Colegiales,13.0
LOC001349,,,,Villa Luro,10.0
LOC001350,,,,Colegiales,13.0
LOC001351,,,,Saavedra,12.0
LOC001352,P072,P072-5,P072-5,Colegiales,13.0
LOC001353,P025,,,Villa Real,10.0
LOC001354,P027,P027,P027,Parque Patricios,4.0
LOC001355,,,,San Nicolas,1.0
LOC001356,P073,P073,P073,Palermo,14.0
LOC001357,P078,P078,P078,Palermo,14.0
LOC001359,P053,P053,P053,Boedo,5.0
LOC001362,P046,P046,P046,Villa Urquiza,12.0
LOC001363,P044,P044,P044,San Cristobal,3.0
LOC001364,,,,Recoleta,2.0
LOC001365,P103,P103,P103,San Telmo,1.0
LOC001366,P077,P077,P077,Villa Crespo,15.0
LOC001367,,,,Caballito,6.0
LOC001368,P025,,,Monte Castro,10.0
LOC001369,,,,Recoleta,2.0
LOC001370,P112,P112,P112,San Nicolas,1.0
LOC001371,,,,Parque Chacabuco,7.0
LOC001372,,,,San Nicolas,1.0
LOC001373,P118,P118,P118,Retiro,1.0
LOC001374,,,,Palermo,14.0
LOC001375,P022,P022,P022,Saavedra,12.0
LOC001376,,,,Villa Pueyrredon,12.0
LOC001377,,,,Agronomia,15.0
LOC001378,P065,P065,P065,Palermo,14.0
LOC001379,P072,,,Belgrano,13.0
LOC001380,,,,Retiro,1.0
LOC001381,P076,P076,P076,Palermo,14.0
LOC001382,,,,Almagro,5.0
LOC001383,P026,P026,P026,Constitucion,1.0
LOC001384,P067,P067,P067,Nuñez,13.0
LOC001385,P066,P066,P066,Barracas,4.0
LOC001387,,,,Chacarita,15.0
LOC001388,P072,P072-4,P072-4,Belgrano,13.0
LOC001389,,,,Balvanera,3.0
LOC001391,P065,P065,P065,Palermo,14.0
LOC001393,,,,Nuñez,13.0
LOC001394,,,,Mataderos,9.0
LOC001395,P103,P103,P103,San Telmo,1.0
LOC001396,,,,Parque Avellaneda,9.0
LOC001399,,,,Villa Crespo,15.0
LOC001400,P037,P037,P037,Villa Del Parque,11.0
LOC001402,P091,P091,P091,Palermo,14.0
