establecimiento_uid,legacy_id,nombre,alias_nombre,nombre_normalizado,direccion,latitud,longitud,barrio_declarado,barrio,comuna,categoria,subcategoria,fuentes,familias_fuente,fuente_principal,fecha_frescura_evidencia,nivel_publicacion,existe_en_fuente,estado_vigencia,estado_operativo,fecha_verificacion_vigencia,fuente_verificacion,tipo_verificacion,referente,tipo_referente,reconocimiento,reconocimiento_normativo,orden_normativo,punto_instrumental,polo_ficha_sistema_asociado,nivel_confianza,metodo_geocodificacion,observaciones_qa
HITO-ICO-008,ICO-008,Il Matterello,,IL MATTERELLO,"RODRIGUEZ, MARTIN 517",-34.63287,-58.362275,La Boca,Boca,Comuna 4,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/il-matterello | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/il-matterello,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,,alta,heredado de la capa,
HITO-ICO-009,ICO-009,La Brigada,,LA BRIGADA,ESTADOS UNIDOS 465,-34.618466,-58.372602,San Telmo,San Telmo,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/la-brigada | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/la-brigada,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,,alta,heredado de la capa,
HITO-ICO-010,ICO-010,"La Estancia, Asador Criollo",,LA ESTANCIA ASADOR CRIOLLO,LAVALLE 941,-34.602432,-58.380169,San Nicolas,San Nicolas,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/la-estancia-asador-criollo | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/la-estancia-asador-criollo,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,,media,heredado de la capa,
HITO-ICO-011,ICO-011,Marcelo Restaurante,,MARCELO RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1140",-34.610892,-58.366239,Puerto Madero,Puerto Madero,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/marcelo-restaurante | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/marcelo-restaurante,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R04,alta,heredado de la capa,
HITO-ICO-012,ICO-012,Miramar,,MIRAMAR,SAN JUAN AV. 1999,-34.622781,-58.393652,San Cristobal,San Cristobal,Comuna 3,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/miramar | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/miramar,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,,media,heredado de la capa,
HITO-ICO-013,ICO-013,Restaurante Oviedo,,RESTAURANTE OVIEDO,BERUTI 2602,-34.592036,-58.402947,Recoleta,Recoleta,Comuna 2,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/restaurante-oviedo | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/restaurante-oviedo,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R06,alta,heredado de la capa,
HITO-ICO-014,ICO-014,Sorrento,,SORRENTO,"MOREAU DE JUSTO, ALICIA AV. 420",-34.602294,-58.36721,Puerto Madero,Puerto Madero,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/sorrento-0 | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/sorrento-0,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R04,alta,heredado de la capa,
HITO-ICO-015,ICO-015,Tancat,,TANCAT,PARAGUAY 645,-34.597508,-58.376145,Retiro,Retiro,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/tancat | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/tancat,2026-08-07,completo,SI,OPERATIVO,OPERATIVO,2026-08-07,"Instagram @tancattasca · verificación humana de verificación humana DGDGAS, 07/08/2026",HUMANA,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R12;POLO-Z46,alta,heredado de la capa,
HITO-ICO-016,ICO-016,Zum Edelweiss,,ZUM EDELWEISS,LIBERTAD 431,-34.603388,-58.383693,San Nicolas,San Nicolas,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/zum-edelweiss | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/zum-edelweiss,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R02;POLO-R12,media,heredado de la capa,
HITO-H199,H199,Yiyo el Zeneize,,YIYO EL ZENEIZE,Av. Eva Peron 4402,-34.653726,-58.474119,Parque Avellaneda,Parque Avellaneda,Comuna 9,Restaurante/bodegón,Patrimonio historico y cultural inmaterial (Ley CABA 6.533) — la declaratoria recae sobre la carta gastronómica,GCBA / Gobierno Nacional / Boletin Oficial | hitos_documentales_caba,PUBLICA_GCBA;DOCUMENTAL,GCBA / Gobierno Nacional / Boletin Oficial,2021.0,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,bodegón,Patrimonio historico y cultural inmaterial (Ley CABA 6.533) — la declaratoria recae sobre la carta gastronómica,NO,,SI,POLO-Z39,alta,heredado de la capa,
HITO-DIR-026,DIR-026,Gran Café Gardel,,GRAN CAFE GARDEL,ochava Av. Entre Ríos e Independencia,-34.618158,-58.3917,Monserrat,Balvanera,Comuna 3,Café histórico sin registro oficial,trayectoria documentada sin registro oficial,hitos_nuevos_monserrat.csv | evidencia_2026 · alta ronda 7,DOCUMENTAL_OTRA,hitos_nuevos_monserrat.csv,2025-01-05,completo,SI,OPERATIVO,OPERATIVO,2025-01-05,"Infobae 05/01/2025, con reporteo",DOCUMENTAL,SI,cafetería histórica,trayectoria documentada sin registro oficial,NO,,SI,POLO-Z47,media,cruce de ejes del callejero oficial (la fuente da ochava sin altura),
HITO-DIR-029,DIR-029,Casal de Catalunya,,CASAL DE CATALUNYA,Chacabuco 863,-34.618169,-58.375917,San Telmo,San Telmo,Comuna 1,Casa regional con comedor,casa regional con comedor en funciones,hitos_nuevos_monserrat.csv | evidencia_2026 · alta ronda 7,DOCUMENTAL_OTRA,hitos_nuevos_monserrat.csv,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,institución/comunidad gastronómica,casa regional con comedor en funciones,NO,,SI,,media,USIG normalizador sobre la dirección,
HITO-DIR-027,DIR-027,Centro Asturiano de Buenos Aires,,CENTRO ASTURIANO DE BUENOS AIRES,Solis 475,-34.614553,-58.39043,Monserrat,Monserrat,Comuna 1,Casa regional con comedor,casa regional con comedor en funciones,hitos_nuevos_monserrat.csv | evidencia_2026 · alta ronda 7,DOCUMENTAL_OTRA,hitos_nuevos_monserrat.csv,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,sitio oficial: la sede social cuenta con restaurante,DOCUMENTAL,SI,institución/comunidad gastronómica,casa regional con comedor en funciones,NO,,SI,POLO-Z47,media,USIG normalizador sobre la dirección,
HITO-DIR-028,DIR-028,Centro Laurak Bat (Restaurante Haritz),,CENTRO LAURAK BAT RESTAURANTE HARITZ,Av. Belgrano 1144,-34.613261,-58.382472,Monserrat,Monserrat,Comuna 1,Casa regional con comedor,casa regional con comedor en funciones,hitos_nuevos_monserrat.csv | evidencia_2026 · alta ronda 7,DOCUMENTAL_OTRA,hitos_nuevos_monserrat.csv,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,institución/comunidad gastronómica,casa regional con comedor en funciones,NO,,SI,POLO-Z47,media,USIG normalizador sobre la dirección,
HITO-MG-0017,MG-0017,Gourmand Food Hall,,GOURMAND FOOD HALL,,,,,,,Mercado/patio,,REFERENTES_2026,PUBLICA_GCBA,REFERENTES_2026,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,NO,,sin_resolver,heredado de la capa,SIN_COORDENADA: no se asigna a cartografía ni a conteos espaciales.
HITO-MG-0008,MG-0008,Mercado Bonpland,,MERCADO BONPLAND,Bonpland 1660,-34.583708,-58.437834,,Palermo,Comuna 14,Mercado/patio,,REFERENTES_2026 + dirección documental,PUBLICA_GCBA;DOCUMENTAL,REFERENTES_2026 + dirección documental,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,SI,POLO-R01,sin_resolver,heredado de la capa,
HITO-MG-0013,MG-0013,Mercado San Nicolas,,MERCADO SAN NICOLAS,,,,,,,Mercado/patio,,REFERENTES_2026,PUBLICA_GCBA,REFERENTES_2026,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,NO,,sin_resolver,heredado de la capa,SIN_COORDENADA: no se asigna a cartografía ni a conteos espaciales.
HITO-MG-0002,MG-0002,Mercado de Belgrano,,MERCADO DE BELGRANO,Av. Juramento 2527,-34.562848,-58.458147,,Belgrano,Comuna 13,Mercado/patio,,REFERENTES_2026 + dirección documental,PUBLICA_GCBA;DOCUMENTAL,REFERENTES_2026 + dirección documental,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,mercado/patio,Mercado o patio documentado,NO,,SI,POLO-R05,sin_resolver,heredado de la capa,
HITO-MG-0001,MG-0001,Mercado de San Telmo,,MERCADO DE SAN TELMO,Defensa 961,-34.619168,-58.371593,San Telmo,San Telmo,Comuna 1,Mercado/patio,,REFERENTES_2026,PUBLICA_GCBA,REFERENTES_2026,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,SI,POLO-R03,alta,heredado de la capa,
HITO-MG-0003,MG-0003,Mercado del Progreso,,MERCADO DEL PROGRESO,Av. Rivadavia 5430,-34.621044,-58.441696,,Caballito,Comuna 6,Mercado/patio,,REFERENTES_2026 + dirección documental,PUBLICA_GCBA;DOCUMENTAL,REFERENTES_2026 + dirección documental,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,mercado/patio,Mercado o patio documentado,NO,,SI,POLO-R10,sin_resolver,heredado de la capa,
HITO-MG-0004,MG-0004,Mercat Villa Crespo,,MERCAT VILLA CRESPO,,,,,,,Mercado/patio,,REFERENTES_2026,PUBLICA_GCBA,REFERENTES_2026,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,NO,,sin_resolver,heredado de la capa,SIN_COORDENADA: no se asigna a cartografía ni a conteos espaciales.
HITO-MG-0011,MG-0011,Patio Costanera Norte,,PATIO COSTANERA NORTE,Avenida Costanera Rafael Obligado 7010,-34.5443,-58.43215,Belgrano,Belgrano,Comuna 13,Mercado/patio,,REFERENTES_2026,PUBLICA_GCBA,REFERENTES_2026,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,mercado/patio,Mercado o patio documentado,NO,,SI,POLO-R07,alta,heredado de la capa,
HITO-MG-0012,MG-0012,Patio Gastronomico Rodrigo Bueno,,PATIO GASTRONOMICO RODRIGO BUENO,Av. Espana 2230,-34.622974,-58.353717,,Boca,Comuna 4,Mercado/patio,,REFERENTES_2026 + dirección documental,PUBLICA_GCBA;DOCUMENTAL,REFERENTES_2026 + dirección documental,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,SI,,sin_resolver,heredado de la capa,
HITO-MG-0006,MG-0006,Patio de los Lecheros,,PATIO DE LOS LECHEROS,Av. Tte. Gral. Donato Alvarez 175,-34.622968,-58.455206,,Caballito,Comuna 6,Mercado/patio,,REFERENTES_2026 + dirección documental,PUBLICA_GCBA;DOCUMENTAL,REFERENTES_2026 + dirección documental,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,SI,,sin_resolver,heredado de la capa,
HITO-MG-0010,MG-0010,Smart Plaza Parque Patricios,,SMART PLAZA PARQUE PATRICIOS,,,,,,,Mercado/patio,,REFERENTES_2026,PUBLICA_GCBA,REFERENTES_2026,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,mercado/patio,Mercado o patio documentado,NO,,NO,,sin_resolver,heredado de la capa,SIN_COORDENADA: no se asigna a cartografía ni a conteos espaciales.
HITO-DIR-023,DIR-023,El Ciervo,,EL CIERVO,Carhue 124,-34.640442,-58.524929,Liniers,Liniers,Comuna 9,Heladería histórica,Heladería histórica,https://cosasdebarrioweb.com.ar/2025/11/05/la-heladeria-el-ciervo-celebra-sus-60-anos-de-historia-en-liniers/ | evidencia_2026 · media,DOCUMENTAL_OTRA,https://cosasdebarrioweb.com.ar/2025/11/05/la-heladeria-el-ciervo-celebra-sus-60-anos-de-historia-en-liniers/,2025-11,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,otro documentado,AFADHYA notables (2025-11),NO,,SI,POLO-Z32,media,USIG sobre la dirección,
HITO-DIR-025,DIR-025,Napoli,,NAPOLI,Av. Entre Rios 1167,-34.622271,-58.391621,San Cristobal,San Cristobal,Comuna 3,Heladería histórica,Heladería histórica,https://www.cronista.com/clase/gourmet/la-historia-de-la-clasica-heladeria-portena-que-abrio-hace-70-anos-y-es-una-de-las-mejores-de-caba/ | evidencia_2026 · media,DOCUMENTAL_OTRA,https://www.cronista.com/clase/gourmet/la-historia-de-la-clasica-heladeria-portena-que-abrio-hace-70-anos-y-es-una-de-las-mejores-de-caba/,2024,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,otro documentado,AFADHYA historicas (2024),NO,,SI,,media,USIG sobre la dirección,
HITO-DIR-021,DIR-021,Santolin,,SANTOLIN,Av. San Martin 3185,-34.601814,-58.468654,La Paternal,Paternal,Comuna 15,Heladería histórica,Heladería histórica,https://www.lanacion.com.ar/sociedad/5-heladerias-historicas-buenos-aires-les-hacen-nid2210827/ | evidencia_2026 · media,DOCUMENTAL_OTRA,https://www.lanacion.com.ar/sociedad/5-heladerias-historicas-buenos-aires-les-hacen-nid2210827/,2025-11,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,otro documentado,AFADHYA notables (2025-11),NO,,SI,POLO-R21,media,USIG sobre la dirección,
HITO-DIR-024,DIR-024,Saverio Helados,,SAVERIO HELADOS,Av. San Juan 2809,-34.623952,-58.404263,San Cristobal,San Cristobal,Comuna 3,Heladería histórica,Heladería histórica,https://saverio.com.ar/ | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://saverio.com.ar/,2024,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,otro documentado,AFADHYA historicas (2024),NO,,SI,,alta,USIG sobre la dirección,
HITO-DIR-022,DIR-022,Tino,,TINO,Av. Diaz Velez 4520,-34.608806,-58.43073,Caballito,Caballito,Comuna 6,Heladería histórica,Heladería histórica,https://www.tinohelados.com/ | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://www.tinohelados.com/,2025-11,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,otro documentado,AFADHYA notables (2025-11),NO,,SI,,alta,USIG sobre la dirección,
HITO-PAT-002,PAT-002,Bar Catedral Tango,,BAR CATEDRAL TANGO,Timoteo Gordillo 2498,-34.662959,-58.501138,Mataderos,Mataderos,Comuna 9,Patrimonio normativo,Sitio de Interes Cultural,https://buenosaires.gob.ar/noticias/reconocimiento-uno-de-los-lugares-mas-emblematicos-de-mataderos | evidencia_2026 · patrimonio_normativo,DOCUMENTAL_OTRA,https://buenosaires.gob.ar/noticias/reconocimiento-uno-de-los-lugares-mas-emblematicos-de-mataderos,2015-10-21,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,patrimonio,Sitio de Interes Cultural,NO,,SI,POLO-Z33,alta,USIG sobre la dirección,
HITO-PAT-003,PAT-003,Edificios Administrativos del Antiguo Matadero,,EDIFICIOS ADMINISTRATIVOS DEL ANTIGUO MATADERO,Av. Lisandro de la Torre y Av. de los Corrales,-34.662558,-58.500164,Mataderos,Mataderos,Comuna 9,Patrimonio normativo,Monumento Historico Nacional + APH 21,https://aquimataderosonline.com.ar/patrimonio-historico-arquitectonico-del-barrio-de-mataderos/ | evidencia_2026 · patrimonio_normativo,DOCUMENTAL_OTRA,https://aquimataderosonline.com.ar/patrimonio-historico-arquitectonico-del-barrio-de-mataderos/,1979,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,patrimonio,Monumento Historico Nacional + APH 21,NO,,SI,POLO-Z33,alta,USIG sobre la dirección,
HITO-PAT-001,PAT-001,Pena Los Amigos / Bar El Chino,,PENA LOS AMIGOS BAR EL CHINO,Beazley 3566,-34.65314,-58.409913,Nueva Pompeya,Nueva Pompeya,Comuna 4,Patrimonio normativo,Sitio de Interes Cultural,https://buenosaires.gob.ar/areas/cultura/cpphc/sitios/detalle.php?id=41 | evidencia_2026 · patrimonio_normativo,DOCUMENTAL_OTRA,https://buenosaires.gob.ar/areas/cultura/cpphc/sitios/detalle.php?id=41,2026-08-07,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-07,Sitio de Interés Cultural 1999; sin cobertura posterior a 2017.,DOCUMENTAL,SI,patrimonio,Sitio de Interes Cultural,NO,,SI,POLO-Z40,alta,USIG sobre la dirección,
HITO-DIR-008,DIR-008,Angelin,,ANGELIN,Av. Cordoba 5270,-34.589853,-58.436933,Villa Crespo,Villa Crespo,Comuna 15,Pizzería emblemática,APYCE + GCBA (2025),https://www.canal26.com/turismo/2026/06/24/las-pizzerias-emblematicas-de-buenos-aires-historia-precios-y-por-que-siguen-marcando-la-cultura-portena/ | evidencia_2026 · media,DOCUMENTAL_OTRA,https://www.canal26.com/turismo/2026/06/24/las-pizzerias-emblematicas-de-buenos-aires-historia-precios-y-por-que-siguen-marcando-la-cultura-portena/,2025,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-R01,media,USIG sobre la dirección,
HITO-DIR-010,DIR-010,Banchero,,BANCHERO,Suarez 396,-34.635258,-58.358632,La Boca,Boca,Comuna 4,Pizzería emblemática,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/banchero | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://turismo.buenosaires.gob.ar/es/gastronomico/banchero,2025,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-Z52,alta,USIG sobre la dirección,
HITO-DIR-007,DIR-007,Casa Burgio,,CASA BURGIO,Av. Cabildo 2477,-34.558456,-58.45961,Belgrano,Belgrano,Comuna 13,Pizzería emblemática,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/otros-establecimientos/burgio | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/burgio,2026-08-07,completo,SI,OPERATIVO,OPERATIVO,2026-08-07,operativa.,DOCUMENTAL,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-R05,alta,USIG sobre la dirección,
HITO-DIR-011,DIR-011,El Cedron,,EL CEDRON,Av. Juan B. Alberdi 6101,-34.65369,-58.504823,Mataderos,Mataderos,Comuna 9,Pizzería emblemática,APYCE + GCBA (2026),https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-cedron | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-cedron,2025-06-27,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2025-06-27,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2026),NO,,SI,POLO-Z33,alta,USIG sobre la dirección,
HITO-DIR-004,DIR-004,El Cuartito,,EL CUARTITO,Talcahuano 937,-34.597845,-58.385527,Retiro / San Nicolas,Retiro,Comuna 1,Pizzería emblemática,APYCE + GCBA (2025),https://elcuartito.com.ar/ | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://elcuartito.com.ar/,2025,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-Z46,alta,USIG sobre la dirección,
HITO-DIR-002,DIR-002,El Fortin,,EL FORTIN,,-34.624277,-58.511648,Monte Castro,Monte Castro,Comuna 10,Pizzería emblemática,APYCE + GCBA (2025),https://buenosaires.gob.ar/noticias/historias-de-mi-comuna-pizzeria-el-fortin | evidencia_2026 · baja,DOCUMENTAL_OTRA,https://buenosaires.gob.ar/noticias/historias-de-mi-comuna-pizzeria-el-fortin,2025-08-26,completo,SI,OPERATIVO,OPERATIVO,2025-08-26,CPPHC ficha id=124; Canal 26 28/08/2025 sobre las 10 pizzerías emblemáticas.,DOCUMENTAL,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-Z28,baja,USIG por esquina (sin altura publicada),
HITO-DIR-018,DIR-018,El Palacio de la Pizza,,EL PALACIO DE LA PIZZA,Av. Corrientes 751,-34.603362,-58.377315,San Nicolas,San Nicolas,Comuna 1,Pizzería emblemática,APYCE + GCBA (2026),https://turismo.buenosaires.gob.ar/es/gastronomico/el-palacio-de-la-pizza | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://turismo.buenosaires.gob.ar/es/gastronomico/el-palacio-de-la-pizza,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2026),NO,,SI,POLO-R12,alta,USIG sobre la dirección,
HITO-DIR-019,DIR-019,El Trebol 1969,,EL TREBOL 1969,Av. Angel Gallardo 3,-34.602299,-58.432442,Villa Crespo,Almagro,Comuna 5,Pizzería emblemática,APYCE + GCBA (2026),https://www.pizzeriaeltrebol1969.com.ar/ | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://www.pizzeriaeltrebol1969.com.ar/,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2026),NO,,SI,POLO-Z37,alta,USIG sobre la dirección,
HITO-DIR-017,DIR-017,Gran Pizzeria Jose,,GRAN PIZZERIA JOSE,Av. San Martin 6915,-34.591495,-58.511332,Villa Devoto,Villa Devoto,Comuna 11,Pizzería emblemática,APYCE + GCBA (2026),https://www.cronista.com/clase/gourmet/la-pizzeria-clasica-de-villa-devoto-que-cumplio-80-anos-y-que-vale-la-pena-conocer/ | evidencia_2026 · media,DOCUMENTAL_OTRA,https://www.cronista.com/clase/gourmet/la-pizzeria-clasica-de-villa-devoto-que-cumplio-80-anos-y-que-vale-la-pena-conocer/,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2026),NO,,SI,POLO-R15,media,USIG sobre la dirección,
HITO-DIR-003,DIR-003,Guerrin,,GUERRIN,Av. Corrientes 1368,-34.604042,-58.386004,San Nicolas,San Nicolas,Comuna 1,Pizzería emblemática,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/guerrin | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://turismo.buenosaires.gob.ar/es/gastronomico/guerrin,2025,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-R02;POLO-R12,alta,USIG sobre la dirección,
HITO-DIR-001,DIR-001,La Americana,,LA AMERICANA,Av. Callao 83,-34.608247,-58.391925,Balvanera (Congreso),San Nicolas,Comuna 1,Pizzería emblemática,APYCE + GCBA (2025),https://www.pizzerialaamericana.com.ar/ | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://www.pizzerialaamericana.com.ar/,2025,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,,alta,USIG sobre la dirección,
HITO-DIR-009,DIR-009,La Mezzetta,,LA MEZZETTA,Av. Alvarez Thomas 1321,-34.578231,-58.460815,Villa Ortuzar,Villa Ortuzar,Comuna 15,Pizzería emblemática,APYCE + GCBA (2025),https://www.cronista.com/clase/gourmet/la-historica-pizzeria-portena-que-abrio-hace-mas-de-80-anos-solo-tiene-4-variedades-y-su-estrella-es-la-fugazzeta-rellena/ | evidencia_2026 · media,DOCUMENTAL_OTRA,https://www.cronista.com/clase/gourmet/la-historica-pizzeria-portena-que-abrio-hace-mas-de-80-anos-solo-tiene-4-variedades-y-su-estrella-es-la-fugazzeta-rellena/,2025,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-Z44,media,USIG sobre la dirección,
HITO-DIR-005,DIR-005,Las Cuartetas,,LAS CUARTETAS,Av. Corrientes 838,-34.603607,-58.3786,San Nicolas,San Nicolas,Comuna 1,Pizzería emblemática,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/las-cuartetas | evidencia_2026 · alta,DOCUMENTAL_OTRA,https://turismo.buenosaires.gob.ar/es/gastronomico/las-cuartetas,2025,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,pizzería histórica,APYCE + GCBA (2025),NO,,SI,POLO-R12,alta,USIG sobre la dirección,
