id,titulo,organismo,licencia,actualizado,recursos,formatos,tiene_coordenada,tiene_direccion,georreferenciable,palabras_gastro,palabras_local,columnas_sensibles,puntaje,columnas,url_portal
inspecciones-obras,Inspecciones a las Obras,Agencia Gubernamental de Control (AGC),CC-BY-2.5-AR,2026-06-23,10,CSV XLSX,True,True,True,,inspeccion,,7,altura | barrio | calle | codigo postal | codigo postal argentino | comuna | direccion normalizada | etapa | fecha del acta | latitud | longitud | numero de acta | periodo | periodo del acta | superficie,https://data.buenosaires.gob.ar/dataset/inspecciones-obras
legado-juegos-olimpicos-de-la-juventud-2018,Legado - Juegos Olímpicos de la Juventud 2018,Vicejefatura de Gobierno,CC-BY-2.5-AR,2026-06-23,4,CSV XLSX,True,True,True,,establecimiento,,7,cantidad de beneficiarios | dependencia funcional | detalle | direccion | fecha | latitud | longitud | mes y ano | nivel o modalidad | nombre del establecimiento | proyecto | tipo de establecimiento,https://data.buenosaires.gob.ar/dataset/legado-juegos-olimpicos-de-la-juventud-2018
mapa-ruido,Mapa de Ruido,Agencia de Protección Ambiental,CC-BY-2.5-AR,2026-07-03,14,CSV JSON XLSX ZIP,True,False,True,nocturn,,,7,color | comuna | dba_high | dba_low | geometry | id | leyenda | limite_inferior_rango_db | limite_superior_rango_db | periodo | rango | rango_db | wkt,https://data.buenosaires.gob.ar/dataset/mapa-ruido
murales,Murales.,Ministerio de Cultura,CC-BY-2.5-AR,2026-03-13,2,CSV XLSX,True,True,True,,cultural,,7,altura | altura	 | autores | autores	 | barrio	 | calle | caract_sit | caract_sit	 | comuna | direccion | dom_orig | dom_orig	 | f_e | nombre | tamaao_ts | tamaao_ts	 | tecnica | ubicacion | wkt,https://data.buenosaires.gob.ar/dataset/murales
parroquias,Parroquias,Secretaría General y Relaciones Internacionales,CC-BY-2.5-AR,2026-06-23,3,CSV XLSX ZIP,True,True,True,,local,telefono,7,altura | altura 2 | barrio | calle | codigo postal | codigo postal argentino | comuna | correo electronico | cruce | detalle de ubicacion | identificador | latitud | localidad | longitud | nombre | nombre en mapa | referencia | telefono,https://data.buenosaires.gob.ar/dataset/parroquias
puestos-de-diarios,Permisos de uso del espacio público - Puestos de Diarios.,Secretaria de Atención Ciudadana y Gestión Comunal,Creative Commons Attribution,2026-03-13,2,CSV XLSX,True,True,True,,permiso,cuit dni documento titular,7, | altura | anio_expediente | anio_expediente	 | barrio | calle | calle_altura | calle_nombre | codigo_postal | codigo_postal_argentino | comuna | dni_cuit | estado | fecha_dispo | fecha_vto_dispo | lat | long | nro_dispo | nro_dispo_reso | nro_documento | nro_expediente | solicitante | tipo_documento | tipo_permiso | titular,https://data.buenosaires.gob.ar/dataset/puestos-de-diarios
permisos-eventos-masivos,Permisos eventos masivos.,Agencia Gubernamental de Control (AGC),CC-BY-2.5-AR,2026-07-01,10,CSV XLSX,True,True,True,,permiso,titular,7,aforo | ano | apertura | barrio | calle_altura | calle_nombre | capacidad | cierre | codigo_postal | codigo_postal_argentino | comuna | denominacion del evento | denominacion_evento | disposicion_autorizante | domicilio | evento | fecha | fecha de realizacion del evento | horario | lat | long | lugar | mes | modalidad | modalidad/formato | periodo | predio | titular del tramite,https://data.buenosaires.gob.ar/dataset/permisos-eventos-masivos
sedes-comunales,Sedes Comunales.,Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2026-06-17,4,CSV JSON XLSX ZIP,True,True,True,,local,telefono,7,altura | barrio | calle | cgp_provie | codigo_p_1 | codigo_pos | comuna | domicilio | id | nombre | objeto | telefono | wkt,https://data.buenosaires.gob.ar/dataset/sedes-comunales
set-filmaciones,Set Filmaciones,Ministerio de Cultura,CC-BY-2.5-AR,2026-07-17,4,CSV XLSX,True,True,True,,permiso,razon_social,7,altura | barrio | calle | codigo_postal | codigo_postal_argentino | comuna | cp | cpa | fecha | fecha_rodaje | lat | lng | periodo | productora_razon_social | razon_social | tipo_produccion | titulo | titulo_proyecto | trimestre | x | y,https://data.buenosaires.gob.ar/dataset/set-filmaciones
sistema-unico-atencion-ciudadana,Sistema Único de Atención Ciudadana / BA Colaborativa,Secretaria de Atención Ciudadana y Gestión Comunal,CC-BY-2.5-AR,2026-07-16,39,CSV PDF XLSX,True,True,True,,rubro,contacto,7, | altura | barrio | calle | canal | categoria | categoria	 | comuna | concepto | contacto | contactos | domicilio altura | domicilio barrio | domicilio calle | domicilio cgpc | domicilio_altura | domicilio_barrio | domicilio_calle | domicilio_cgpc | domicilio_esquina_proxima | esquina proxima | esquina_proxima | esquina_proxima	 | estado del contacto | estado_del_contacto | estado_general | estado_general	 | fecha cierre del contacto | fecha ingreso | fecha_cierre_contacto | fecha_ingreso | fecha_ingreso	 | genero | genero	 | hora ingreso | hora_ingreso | hora_ingreso	 | lat | latitud | lon,https://data.buenosaires.gob.ar/dataset/sistema-unico-atencion-ciudadana
testeos-de-covid-19-por-turismo,Testeos de COVID-19 para turismo,Ministerio de Salud,CC-BY-2.5-AR,2024-11-04,4,CSV XLSX ZIP,True,True,True,,local,,7,calle | centro | direccion | dispositivo | dom_norma | fecha_muestra | genero | grupo_etario | id | localidad | n | numero | tipo | x | y,https://data.buenosaires.gob.ar/dataset/testeos-de-covid-19-por-turismo
universidades,Universidades,Ministerio de Educación,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,local,,7,altura | anexo_c | barrio | barrio	 | calle | codigo_postal | codigo_postal_argentino | comuna | cui | direccion_norm | fax | lat | long | regimen | telef | unac_c | unicue | unidad_aca | unidad_aca	 | univ_c | universida | web | wkt_gkba,https://data.buenosaires.gob.ar/dataset/universidades
vacunatorios-infantiles,Vacunatorios infantiles,Ministerio de Salud,CC-BY-2.5-AR,2025-10-21,4,CSV JSON XLSX ZIP,True,True,True,,local,,7,barrio | comuna | dom_mapa | dom_norma | domicilio | geometry | horario | id | nombre_est | observ_ | respon_ | tipo,https://data.buenosaires.gob.ar/dataset/vacunatorios-infantiles
agencias-viajes,Agencias de Viajes,Ente de Turismo (ENTUR),CC-BY-2.5-AR,2026-07-22,4,CSV JSON XLSX ZIP,True,True,True,,,email mail telefono,6,altura | barrio | calle | comuna | direccion | domicilio | email | funciones | id | id_usig | lat | long | nombre | periodo | telefono | web,https://data.buenosaires.gob.ar/dataset/agencias-viajes
alojamientos-turisticos,Alojamientos Turísticos,Ente de Turismo (ENTUR),CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,email mail telefono,6,altura | calle | calle	 | direccion | direccion	 | domicilio | email | id | id	 | lat | long | nombre | telefono | telefono	 | tipo | web,https://data.buenosaires.gob.ar/dataset/alojamientos-turisticos
alumbrado-led,Alumbrado LED en calles y avenidas,Ministerio de Espacio Público e Higiene Urbana,Creative Commons Attribution,2025-07-29,2,CSV XLSX,True,True,True,,,,6,callenormalizada | comunaid | idexterno | lat | lng | nombredeelemento,https://data.buenosaires.gob.ar/dataset/alumbrado-led
arbolado-espacios-verdes,Arbolado en espacios verdes,Ministerio de Espacio Público e Higiene Urbana,CC-BY-2.5-AR,2026-06-18,3,CSV XLSX ZIP,True,True,True,,,,6,altura_tot | barrio | calle | chapa1 | chapa2 | codigo_man | comuna | diametro | id_arbol | id_especie | inclinacio | latitud | long_calle | longitud | nombre_cie | nombre_com | nombre_fam | nombre_gen | origen | tipo_folla | tipo_sitio,https://data.buenosaires.gob.ar/dataset/arbolado-espacios-verdes
bafici,BAFICI,Ministerio de Cultura,CC-BY-2.5-AR,2026-07-17,72,CSV XLSX ZIP,True,True,True,,,contacto telefono,6,abreviatura espanol | abreviatura ingles | agotado | alt_derfin | alt_derini | alt_izqfin | alt_izqini | ano | biografia espanol | biografia ingles | calle_1 | calle_2 | ciudad | clase | cod_sent | codigo | codigo iso 2 | codigo iso 3 | codigo iso numerico | codigo reprogramacion | colectivos | color de film | descripcion | descripcion espanol | descripcion ingles | direccion | director 1 | director 2 | director 3 | director 4 | duracion | elenco | equipo de produccion | es predeterminado | fecha | fecha actualizacion | fecha creacion | fecha de actualizacion | fecha de creacion | fecha fin,https://data.buenosaires.gob.ar/dataset/bafici
bancos,Bancos.,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-07-20,6,CSV XLSX ZIP,True,True,True,,,telefono,6,altura | barrio | barrio	 | calle | calle de cruce | codigo postal | codigo postal argentino | comuna | correo electronico | direccion | funcion | id | id_usig | latitud | longitud | nombre | nombre	 | nro_banco	 | objeto | piso / departamento | sucursal | telefonos | x | y	,https://data.buenosaires.gob.ar/dataset/bancos
barrios,Barrios,Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2026-06-12,8,CSV GEOJSON XLSX ZIP,True,False,True,,,,6,area_metro | barrio | comuna | geometry | id | nombre | objeto | perimetro_ | poblacion,https://data.buenosaires.gob.ar/dataset/barrios
bicicletas-publicas,Bicicletas Públicas.,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-07-16,41,CSV XLSX ZIP,True,True,True,,,dni,6, | customer.has.dni..yes...no.	 | direccion_estacion_destino | direccion_estacion_origen | duracion_recorrido | edad_usuario | edad_usuario	 | fecha_alta | fecha_destino_recorrido | fecha_destino_recorrido	 | fecha_origen_recorrido | genero | genero_usuario | genero_usuario	 | hora_alta | hora_alta	 | id de cliente | id_estacion_destino | id_estacion_destino	 | id_estacion_origen | id_recorrido | id_usuario | id_usuario	 | lat_estacion_destino | lat_estacion_origen | long_estacion_destino | long_estacion_origen | modelo_bicicleta | nombre_estacion_destino | nombre_estacion_origen | periodo | usuario_edad | usuario_sexo,https://data.buenosaires.gob.ar/dataset/bicicletas-publicas
bicicleteros-via-publica,Bicicleteros en Vía Pública.,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-06-18,3,CSV XLSX ZIP,True,True,True,,,,6,altura | anio_de_in | barrio | calle | calle2 | cantidad | clasificac | comuna | direccion | id | latitud | longitud | nombre | tipo | ubicacion,https://data.buenosaires.gob.ar/dataset/bicicleteros-via-publica
buenos-aires-danza-contemporanea,Buenos Aires Danza Contemporánea,Ministerio de Cultura,CC-BY-2.5-AR,2026-06-23,14,CSV XLSX,True,True,True,,,telefono,6,agotado | ano | artista 1 | artista 2 | artista 3 | artista 4 | artista 5 | artista 6 | artista 7 | artista 8 | artista 9 | audio | biografia en espanol | ciudad | cuerpo de la noticia | descripcion | destacada en portada | direccion | duracion | equipo de produccion | es nacional | es persona | extracto | fecha | fecha de actualizacion | fecha de creacion | gratuito | hora fin | hora inicio | id youtube | identificador de actividad | identificador de artista | identificador de barrio/cuarto | identificador de evento | identificador de lugar | identificador de noticia | identificador de obra | identificador de seccion | identificador del lugar | imagen de sponsors,https://data.buenosaires.gob.ar/dataset/buenos-aires-danza-contemporanea
bus-turistico,Bus Turístico,Ente de Turismo (ENTUR),CC-BY-2.5-AR,2026-07-03,8,CSV JSON XLSX ZIP,True,True,True,,,,6,atractivos | barrio | comuna | direccion | geometry | id | id_recorri | nombre | recorrido,https://data.buenosaires.gob.ar/dataset/bus-turistico
calidad-aire,Calidad de Aire,Agencia de Protección Ambiental,CC-BY-2.5-AR,2026-07-28,16,CSV XLSX,True,True,True,,,,6,altura | calle | codigo postal | codigo postal argentino | cruce | descripcion | determinacion | direccion | en red | id | inicio de actividad | lat | latitud | limite de cuantificacion | long | longitud | lugar | nombre | parametros medidos | tipo de masa | unidad | uso  ii | uso iii | zona de emplazamiento,https://data.buenosaires.gob.ar/dataset/calidad-aire
calles,Calles,Jefatura de Gabinete de Ministros,CC-BY-2.5-AR,2026-07-03,5,CSV GEOJSON XLSX ZIP,True,False,True,,,,6,alt_derfin | alt_derini | alt_izqfin | alt_izqini | barrio | barrio_imp | barrio_par | bicisenda | ciclo_obse | cod_sent | codigo | com_impar | com_par | comuna | ffcc | geometry | id | lado_ciclo | long | name | nom_mapa | nomanter | nomoficial | observa | recorrid_x | red_jerarq | red_tp | sentido | tipo_c | tipo_ffcc | tooltip_bi | wkt,https://data.buenosaires.gob.ar/dataset/calles
capillas,Capillas,Secretaría General y Relaciones Internacionales,CC-BY-2.5-AR,2026-07-28,3,CSV XLSX ZIP,True,True,True,,,,6,altura | barrio | calle | codigo_postal | codigo_postal_argentino	 | comuna | cruce | id | lat | long | nombre | obsevs | tel,https://data.buenosaires.gob.ar/dataset/capillas
catedrales,Catedrales,Secretaría General y Relaciones Internacionales,CC-BY-2.5-AR,2026-07-28,3,CSV XLSX ZIP,True,True,True,,,telefono,6,altura | barrio | calle | codigo_postal | codigo_postal_argentino | codigo_postal_argentino	 | comuna | id | lat | long | nombre | objeto | telefono,https://data.buenosaires.gob.ar/dataset/catedrales
centros-medicos-barriales,Centros Médicos Barriales,Ministerio de Salud,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,telefono,6, | area_progr | barrio | comuna | direccion | esp | geometry | id | nombre | telefono | telefono	 | web,https://data.buenosaires.gob.ar/dataset/centros-medicos-barriales
centros-atencion-veterinaria,Centros de Atención Veterinaria,Agencia de Protección Ambiental,CC-BY-2.5-AR,2026-07-28,2,CSV XLSX,True,True,True,,,,6,barrio | comuna | consultas | dias | direccion | direccion	 | horarios | lat | long | lugar | tipo_atencion	,https://data.buenosaires.gob.ar/dataset/centros-atencion-veterinaria
centros-dia,Centros de Día,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,telefono,6,barrio | comuna | direccion | geometry | id | nombre | observacio | telefono | web,https://data.buenosaires.gob.ar/dataset/centros-dia
centros-integracion-laboral,Centros de Integración Laboral.,Ministerio de Justicia y Seguridad,CC-BY-2.5-AR,2026-06-18,4,CSV JSON XLSX ZIP,True,True,True,,,email mail telefono,6,altura | barrio | calle | calle2 | codigo_postal | codigo_postal_argentino | comuna | direccion | direccion_normalizada | email | horario | id | nombre | objeto | telefono | web | x | y,https://data.buenosaires.gob.ar/dataset/centros-integracion-laboral
centros-jubilados,Centros de Jubilados,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,telefono,6,barrio | comuna | direccion | geometry | id | nombre | observacio | telefono | web,https://data.buenosaires.gob.ar/dataset/centros-jubilados
centros-primera-infancia,Centros de Primera Infancia.,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,email mail telefono,6,barrio | barrio	 | categoria | comuna | destinatar | direccion | direccion_ | email | geometry | horario | id | id_usig | link_web | mail | nombre | nombre_org | objetivos | obs_dir | telefono | tipo | wkt,https://data.buenosaires.gob.ar/dataset/centros-primera-infancia
centros-salud-privados,Centros de Salud Privados,Ministerio de Salud,CC-BY-2.5-AR,2026-06-18,3,CSV XLSX ZIP,True,True,True,,,telefono,6,altura | barrio | calle | codigo_postal | codigo_postal_argentino | comuna | lat | long | nombre | piso | telefonos,https://data.buenosaires.gob.ar/dataset/centros-salud-privados
centros-salud-accion-comunitaria-cesac,Centros de Salud y Acción Comunitaria (CESAC),Ministerio de Salud,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,telefono,6,area_progr | barrio | comuna | direccion | direccion	 | especialidad | geometry | id | nombre | telefono | web,https://data.buenosaires.gob.ar/dataset/centros-salud-accion-comunitaria-cesac
circuitos-electorales,Circuitos Electorales,Subsecretaría de Justicia,CC-BY-2.5-AR,2026-07-22,4,CSV GEOJSON XLSX ZIP,True,False,True,,,cuit,6,barrio | circuito_n | comuna | femenino | id | masculino | total | wkt,https://data.buenosaires.gob.ar/dataset/circuitos-electorales
clubes,Clubes,Vicejefatura de Gobierno,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,mail telefono,6,actividades | altura | barrio | calle | comuna | direccion | direccion_normalizada | e_mail | facebook | id | instalaciones | lat | long | nom_mapa | nombre | sede | telefono | tipo | tipo_normalizado | web,https://data.buenosaires.gob.ar/dataset/clubes
colectivos-paradas,Colectivos: paradas,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-06-18,4,CSV JSON XLSX ZIP,True,True,True,,,,6,alt_plano | barrio | calle | comuna | coord_x | coord_y | direccion | l1 | l1_sen | l2 | l2_sen | l3 | l3_sen | l4 | l4_sen | l5 | l5_sen | l6 | l6_sen,https://data.buenosaires.gob.ar/dataset/colectivos-paradas
comisarias-policia-ciudad,Comisarías Policía de la Ciudad,Ministerio de Justicia y Seguridad,CC-BY-2.5-AR,2026-07-03,4,CSV JSON XLSX ZIP,True,True,True,,,telefono,6,altura | barrio | calle | calle2 | codigo_postal | codigo_postal_argentino | comuna | comunas | dependenci | designa | direccion | id | lat | long | nom_2 | nom_3 | nom_ante | nom_mapa | nombre | observac_1 | observacio | observaciones | observaciones_2 | telefonos | tipo | wkt,https://data.buenosaires.gob.ar/dataset/comisarias-policia-ciudad
